#{"t_start": 1788158506.6490166, "env_id": null}
r,l,t
359.30206,100,2488.774277
297.2228,100,2488.774287
250.72748,100,2488.774296
266.98972,100,2488.774306
310.0318,100,2488.774316
314.17004,100,2511.870045
292.7495,100,2511.87012
267.6604,100,2511.870133
316.16418,100,2511.870143
252.46428,100,2511.870152
298.52615,100,2511.870161
308.6031,100,2511.87017
352.65485,100,2511.870179
351.69943,100,2524.927018
299.81564,100,2524.927096
357.2571,100,2524.927109
302.51016,100,2524.927119
322.96222,100,2524.927128
375.09677,100,2524.927137
323.01312,100,2524.927146
283.91296,100,2524.927154
309.61023,100,2547.088504
261.48605,100,2547.088597
256.9725,100,2547.088619
275.79214,100,2547.088636
330.20676,100,2547.088651
320.95187,100,2547.088666
242.68529,100,2547.088681
288.22702,100,2547.088696
302.1019,100,2559.775506
313.2847,100,2559.775582
344.16556,100,2559.775595
302.44183,100,2559.775605
333.53616,100,2559.775614
305.00983,100,2559.775623
313.8909,100,2559.775632
230.96158,100,2559.775641
264.01825,100,2582.342473
351.53665,100,2582.342559
282.01736,100,2582.34258
270.84808,100,2582.342596
277.85165,100,2582.342611
320.0991,100,2582.342625
345.25754,100,2582.342641
242.56566,100,2582.342655
345.0224,100,2596.186768
335.18655,100,2596.186857
267.7634,100,2596.186871
341.72363,100,2596.186882
359.2403,100,2596.186892
320.3779,100,2596.186902
323.81546,100,2596.186911
314.67426,100,2596.18692
342.56924,100,2619.046305
274.14252,100,2619.046393
323.20584,100,2619.046406
314.5471,100,2619.046416
325.31363,100,2619.046425
305.1546,100,2619.046434
347.74765,100,2619.046443
318.35645,100,2619.046452
279.34024,100,2632.059258
277.64743,100,2632.05935
301.87384,100,2632.05937
243.95047,100,2632.059386
242.55334,100,2632.0594
285.75284,100,2632.059416
329.57648,100,2632.05943
312.6003,100,2632.059445
325.09766,100,2654.159363
240.5053,100,2654.159436
221.80013,100,2654.159449
337.11035,100,2654.159458
332.45233,100,2654.159482
292.9223,100,2654.159492
344.4467,100,2654.159501
322.26343,100,2654.159509
356.8929,100,2677.275662
331.5682,100,2677.275738
266.48392,100,2677.275751
301.30954,100,2677.27576
290.67032,100,2677.275769
359.35666,100,2677.275777
343.0967,100,2677.275785
307.73672,100,2677.275794
336.24576,100,2690.021393
350.1473,100,2690.021475
262.801,100,2690.02149
349.7675,100,2690.0215
297.66928,100,2690.021508
300.70517,100,2690.021517
310.76822,100,2690.021526
325.9195,100,2690.021534
317.86465,100,2712.726605
290.41833,100,2712.726682
350.27722,100,2712.726695
333.97025,100,2712.726704
324.6563,100,2712.726713
255.74101,100,2712.726722
317.54373,100,2712.726731
347.76108,100,2712.726739
298.18478,100,2725.56788
314.78152,100,2725.567967
289.6417,100,2725.567981
323.24435,100,2725.56799
336.8893,100,2725.567998
323.90692,100,2725.568007
298.21637,100,2725.568016
342.24756,100,2725.568024
302.53354,100,2748.912803
244.44034,100,2748.912894
328.74728,100,2748.912915
294.9394,100,2748.912931
341.34253,100,2748.912946
225.14442,100,2748.91296
311.76514,100,2748.912975
346.6699,100,2748.912989
319.6377,100,2761.566846
314.64136,100,2761.566932
331.76074,100,2761.566953
306.15155,100,2761.56697
316.5368,100,2761.566985
340.1327,100,2761.567001
299.20764,100,2761.567016
336.49982,100,2761.567031
358.75052,100,2784.020436
219.2985,100,2784.020526
318.83728,100,2784.020539
330.84637,100,2784.020549
271.32574,100,2784.020558
308.9493,100,2784.020567
315.90198,100,2784.020576
370.68707,100,2784.020585
313.08728,100,2806.03291
359.1122,100,2806.032993
299.16168,100,2806.033012
381.563,100,2806.033028
345.26425,100,2806.033041
362.63715,100,2806.033054
301.70508,100,2806.033067
291.8262,100,2806.03308
345.99902,100,2819.239122
333.43695,100,2819.2392
203.60408,100,2819.239213
348.8668,100,2819.239224
302.61215,100,2819.239233
315.2345,100,2819.239243
306.5764,100,2819.239253
332.00327,100,2819.239262
349.35278,100,2842.228235
336.65945,100,2842.228308
324.9764,100,2842.228321
328.2504,100,2842.228329
327.60394,100,2842.228338
303.52197,100,2842.228346
362.86127,100,2842.228355
227.36777,100,2842.228363
344.12894,100,2855.094525
334.66,100,2855.094615
303.33582,100,2855.094637
348.78522,100,2855.094654
287.25824,100,2855.094671
308.82812,100,2855.094687
272.37985,100,2855.094702
306.02643,100,2855.094718
361.14493,100,2877.445786
312.20746,100,2877.445862
342.27695,100,2877.445899
241.833,100,2877.445917
338.0443,100,2877.445934
308.92535,100,2877.44595
260.93112,100,2877.445966
375.46057,100,2877.445982
323.03668,100,2890.276726
260.6045,100,2890.276803
345.52176,100,2890.276815
345.0564,100,2890.276825
329.06894,100,2890.276834
348.06213,100,2890.276843
289.88852,100,2890.276852
367.35065,100,2890.276861
344.6213,100,2912.990998
355.99976,100,2912.991076
356.04565,100,2912.991089
313.28027,100,2912.991099
335.4761,100,2912.991107
339.04617,100,2912.991116
322.66403,100,2912.991125
305.0733,100,2912.991133
359.05444,100,2925.969838
284.19186,100,2925.969932
323.35455,100,2925.969954
261.12442,100,2925.969969
304.5011,100,2925.969984
327.9347,100,2925.969999
364.5215,100,2925.970014
354.30606,100,2925.97003
317.1275,100,2948.312685
308.86774,100,2948.312778
304.48944,100,2948.312801
314.55725,100,2948.312819
304.11523,100,2948.312835
318.32333,100,2948.312851
352.1814,100,2948.312867
324.23373,100,2948.312883
318.61038,100,2970.562109
334.57843,100,2970.562188
302.2117,100,2970.562201
346.01123,100,2970.56221
245.80438,100,2970.562219
280.19202,100,2970.562228
330.09113,100,2970.562236
329.84915,100,2970.562245
329.77203,100,2983.544609
338.71823,100,2983.544684
240.23871,100,2983.544698
323.8677,100,2983.544707
379.11414,100,2983.544716
376.46915,100,2983.544725
333.6363,100,2983.544733
