#{"t_start": 1782754480.0564094, "env_id": null}
r,l,t
343.96292,100,562.759972
336.07202,100,568.004835
277.80057,100,568.004889
296.62167,100,568.004905
342.24338,100,568.004917
362.45944,100,574.344764
276.43387,100,574.344814
364.57928,100,574.344829
331.5571,100,574.344841
320.68546,100,580.365817
348.11923,100,580.365865
342.11325,100,580.36588
362.1623,100,580.36589
295.95306,100,585.824659
321.5334,100,585.824709
367.40024,100,585.824724
299.79465,100,585.824734
287.2514,100,591.365599
329.49957,100,591.365649
344.44885,100,591.365663
331.49243,100,591.365674
350.4335,100,596.681227
342.71854,100,596.681277
329.27747,100,596.681292
329.35428,100,596.681302
327.39835,100,602.704604
279.07703,100,602.704653
334.57474,100,602.704667
331.3586,100,602.704678
298.40482,100,607.840911
299.39185,100,607.840961
274.15482,100,607.840976
237.52103,100,607.840987
226.00142,100,612.997163
273.55838,100,612.997216
295.97183,100,612.997232
284.69177,100,612.997242
310.18054,100,618.437976
316.90524,100,618.438024
330.29205,100,618.438037
331.65643,100,618.438047
290.13885,100,624.306156
346.1599,100,624.306204
337.6486,100,624.306218
310.01086,100,624.306229
327.31482,100,629.717273
272.4293,100,629.717323
323.71365,100,629.717338
270.10568,100,629.717348
365.19016,100,635.336929
292.7985,100,635.336979
329.9746,100,635.336993
319.25494,100,635.337003
332.89572,100,640.635334
285.8254,100,640.635384
231.36385,100,640.635398
291.51633,100,640.635409
331.805,100,646.652796
269.93216,100,646.652856
228.63489,100,646.652875
278.21893,100,646.652886
323.25775,100,651.671439
301.06732,100,651.671489
331.43356,100,651.671503
266.55038,100,651.671514
333.78842,100,657.197558
270.42398,100,657.197607
324.41373,100,657.197622
321.44238,100,657.197632
329.61356,100,662.548012
212.9957,100,662.548063
328.09042,100,662.548077
288.92612,100,662.548088
254.28421,100,669.055514
289.70935,100,669.055563
345.39703,100,669.055577
292.82202,100,669.055588
322.3857,100,674.370043
305.59125,100,674.370104
312.83124,100,674.370126
313.9311,100,674.370142
349.07193,100,679.934951
326.40198,100,679.935001
334.89365,100,679.935019
339.755,100,679.935034
333.1618,100,685.395084
348.65936,100,685.395134
352.91028,100,685.395149
349.92554,100,685.395159
271.92368,100,691.411319
300.05905,100,691.411369
331.46045,100,691.411384
235.78372,100,691.411394
338.62473,100,696.980222
345.54758,100,696.98027
329.5968,100,696.980285
314.89874,100,696.980296
350.8321,100,702.785933
323.33313,100,702.785984
340.0226,100,702.785998
364.16513,100,702.786009
324.07486,100,709.133465
305.83557,100,709.133513
348.7185,100,709.133527
342.44135,100,709.133537
320.6298,100,715.032107
313.304,100,715.032157
301.14325,100,715.032172
313.76962,100,715.032184
341.1561,100,720.265709
277.5254,100,720.265758
322.3696,100,720.265773
178.926,100,720.265783
339.0545,100,725.933367
299.64584,100,725.933421
369.4097,100,725.933436
286.7664,100,725.933447
296.05923,100,731.244
324.78745,100,731.244049
340.138,100,731.244065
308.01224,100,731.244076
244.92865,100,737.317333
339.93896,100,737.317383
337.00183,100,737.317397
283.6883,100,737.317407
302.5316,100,742.676272
319.34918,100,742.676322
325.25543,100,742.676337
298.626,100,742.676347
320.1045,100,748.067136
307.35507,100,748.067185
318.72757,100,748.0672
238.2557,100,748.067211
254.94412,100,753.65389
285.95807,100,753.65394
290.96716,100,753.653955
310.3177,100,753.653965
262.99704,100,759.516384
342.64078,100,759.516434
323.415,100,759.516448
356.50845,100,759.516459
339.05127,100,765.172114
346.9092,100,765.172164
365.0375,100,765.172179
352.15552,100,765.172189
352.83044,100,770.814798
359.49344,100,770.814848
368.64255,100,770.814862
300.29138,100,770.814872
257.9342,100,776.659564
361.45587,100,776.659612
341.97995,100,776.659626
355.28323,100,776.659637
318.54428,100,782.556739
357.4461,100,782.55679
344.05655,100,782.556805
345.69595,100,782.55682
306.6024,100,787.925931
360.8807,100,787.925982
282.12967,100,787.925997
364.3985,100,787.926008
316.70056,100,793.272341
336.53818,100,793.272391
326.9644,100,793.272405
383.13156,100,793.272416
312.70956,100,798.756138
364.35077,100,798.756189
337.83438,100,798.756203
353.3724,100,798.756213
369.4612,100,806.137249
349.0456,100,806.137296
383.39044,100,806.13731
300.15826,100,806.13732
360.15143,100,811.477786
338.08182,100,811.477834
233.56227,100,811.477847
305.17264,100,811.477857
395.0011,100,817.825608
348.4865,100,817.825655
370.66925,100,817.825669
279.5301,100,817.825679
360.99118,100,823.006022
339.85995,100,823.006073
340.94363,100,823.006088
339.45078,100,823.006099
304.76627,100,828.866914
338.6025,100,828.866965
316.86765,100,828.866978
353.2609,100,828.866988
335.82602,100,834.560674
288.38516,100,834.560724
307.8196,100,834.560738
330.39905,100,834.560749
353.4683,100,840.250499
298.36188,100,840.250549
309.41956,100,840.250564
358.58493,100,840.250574
302.00156,100,846.704511
393.6495,100,846.704558
317.776,100,846.704573
350.0081,100,846.704582
341.95932,100,852.404101
363.949,100,852.404153
259.82956,100,852.404168
306.08435,100,852.404179
305.31525,100,858.320967
261.82938,100,858.321018
307.45682,100,858.321032
338.55847,100,858.321042
368.51245,100,863.799495
354.27835,100,863.799544
366.86255,100,863.799558
317.20013,100,863.799569
346.4965,100,869.542136
385.01443,100,869.542186
355.06778,100,869.542201
356.5346,100,869.542211
286.90488,100,875.468674
322.9243,100,875.468724
389.48682,100,875.468738
355.68286,100,875.468748
358.39603,100,880.952568
229.36115,100,880.952616
380.95618,100,880.95263
324.9741,100,880.952641
408.1194,100,887.601296
391.58426,100,887.601345
361.3582,100,887.601359
371.327,100,887.601369
284.12543,100,892.897078
319.2973,100,892.897128
330.27777,100,892.897143
375.74918,100,892.897153
386.55762,100,899.243207
322.54318,100,899.243256
284.00626,100,899.24327
363.86404,100,899.243281
368.89517,100,905.2136
351.3096,100,905.213648
384.06015,100,905.213663
363.62323,100,905.213673
369.55753,100,910.675274
340.80734,100,910.675328
300.27103,100,910.675343
363.86127,100,910.675353
365.55762,100,916.768609
316.77036,100,916.768661
357.09473,100,916.768676
346.27805,100,916.768687
347.4648,100,923.844972
349.30374,100,923.845037
361.36078,100,923.845054
383.6271,100,923.845065
367.3392,100,930.324807
314.52457,100,930.324859
374.1794,100,930.324894
376.41623,100,930.324905
360.48508,100,936.130787
363.71738,100,936.13084
350.91412,100,936.130855
364.67465,100,936.130866
361.7381,100,942.306313
364.21057,100,942.306362
355.99136,100,942.306376
340.22046,100,942.306387
322.54984,100,948.083631
337.0632,100,948.08368
344.91687,100,948.083695
316.3615,100,948.083706
373.26093,100,953.625665
358.84225,100,953.625713
300.31815,100,953.625728
359.96585,100,953.625738
387.69815,100,959.198097
359.87253,100,959.198147
347.54843,100,959.198162
323.5418,100,959.198172
367.76315,100,964.592795
343.50824,100,964.592846
337.1251,100,964.592871
316.70547,100,964.592882
361.4463,100,970.973735
348.12064,100,970.973784
367.5289,100,970.973798
368.76288,100,970.973808
376.21585,100,977.335289
369.72757,100,977.335337
347.43253,100,977.335352
373.1293,100,977.335362
386.6955,100,983.103571
374.22797,100,983.103623
367.58856,100,983.103638
348.22562,100,983.103648
343.70853,100,988.83541
348.68942,100,988.83546
373.4868,100,988.835474
310.0905,100,988.835484
357.99957,100,995.530989
270.2652,100,995.531039
363.23972,100,995.531053
371.60318,100,995.531063
420.25613,100,1001.69107
289.4978,100,1001.691119
350.2756,100,1001.691133
371.0606,100,1001.691144
380.55194,100,1008.208778
350.11087,100,1008.208827
383.6176,100,1008.208841
376.85245,100,1008.208861
350.3475,100,1014.697254
384.64252,100,1014.697303
363.1892,100,1014.697317
381.2729,100,1014.697327
372.57507,100,1021.487073
361.26212,100,1021.487123
369.18393,100,1021.487139
398.92072,100,1021.48715
277.8962,100,1027.61168
386.75934,100,1027.61173
289.49792,100,1027.611745
345.15024,100,1027.611756
365.48483,100,1033.488592
363.69104,100,1033.488641
374.84113,100,1033.488656
347.80905,100,1033.488666
343.58606,100,1038.977661
369.6978,100,1038.97772
341.0052,100,1038.977735
354.7136,100,1038.977746
361.4897,100,1044.818225
295.05963,100,1044.818275
295.7593,100,1044.81829
356.09958,100,1044.8183
373.13913,100,1050.507375
348.42178,100,1050.507424
359.43484,100,1050.507438
357.80975,100,1050.507448
365.3902,100,1056.1551
311.47632,100,1056.155149
364.65482,100,1056.155163
355.43274,100,1056.155173
366.57547,100,1062.083874
308.7164,100,1062.083924
372.2339,100,1062.083938
367.06345,100,1062.083949
355.75284,100,1068.446005
352.2822,100,1068.446053
359.21964,100,1068.446068
343.53122,100,1068.446079
371.7153,100,1073.782044
377.91132,100,1073.782094
383.14014,100,1073.782109
319.06186,100,1073.78212
354.01743,100,1080.119461
354.50125,100,1080.11951
383.6975,100,1080.119526
373.76828,100,1080.119536
375.82834,100,1086.446586
377.30215,100,1086.446635
381.7368,100,1086.446649
345.78036,100,1086.446659
378.35507,100,1092.33524
331.3119,100,1092.335289
361.26727,100,1092.335303
387.89343,100,1092.335313
340.69702,100,1097.624671
364.49103,100,1097.62472
358.8601,100,1097.624735
303.55508,100,1097.624745
381.46835,100,1104.796484
379.45447,100,1104.796531
378.6662,100,1104.796545
354.73004,100,1104.796554
367.5505,100,1110.519521
337.97742,100,1110.51957
365.17062,100,1110.519591
379.31274,100,1110.519603
381.39453,100,1116.656548
345.8918,100,1116.656597
366.31116,100,1116.656612
335.73068,100,1116.656623
259.69766,100,1122.349628
361.68063,100,1122.349677
387.45935,100,1122.349691
339.55756,100,1122.349702
370.72064,100,1128.090819
375.17517,100,1128.09087
354.1298,100,1128.090885
375.1462,100,1128.090898
378.1032,100,1134.219009
335.6983,100,1134.219059
380.075,100,1134.219074
360.1225,100,1134.219084
367.54675,100,1141.20452
350.07675,100,1141.204572
363.40204,100,1141.204587
371.31958,100,1141.204598
338.15848,100,1147.199356
345.61813,100,1147.199406
335.9904,100,1147.199421
364.87885,100,1147.199431
374.10745,100,1153.402019
373.47684,100,1153.40207
338.32065,100,1153.402085
353.43192,100,1153.402096
386.22073,100,1158.681222
366.14844,100,1158.681271
353.097,100,1158.681285
344.51123,100,1158.681295
367.0078,100,1165.831121
318.35898,100,1165.831169
376.87033,100,1165.831183
371.98572,100,1165.831194
301.86453,100,1172.027892
359.25714,100,1172.027942
359.98596,100,1172.027956
378.2261,100,1172.027967
346.28027,100,1178.901655
362.76575,100,1178.901704
356.7142,100,1178.901719
384.71176,100,1178.901729
281.25732,100,1184.382043
369.58554,100,1184.382092
367.71542,100,1184.382107
340.8383,100,1184.382118
385.7457,100,1190.188111
357.63864,100,1190.188161
375.43732,100,1190.188176
373.62698,100,1190.188186
345.15277,100,1196.697506
384.2592,100,1196.697557
376.08878,100,1196.697573
367.052,100,1196.697583
374.23914,100,1202.526878
378.23392,100,1202.526927
336.8432,100,1202.526942
363.2836,100,1202.526952
365.06195,100,1207.900973
365.16476,100,1207.901023
301.7878,100,1207.901039
370.4677,100,1207.901049
380.63696,100,1213.641422
352.36856,100,1213.641471
332.17087,100,1213.641486
316.64255,100,1213.641496
366.6492,100,1219.305372
355.31937,100,1219.305423
333.95502,100,1219.305439
342.60184,100,1219.30545
357.82846,100,1225.038264
325.33395,100,1225.038312
352.2778,100,1225.038327
354.9398,100,1225.038337
