rollout/ep_rew_mean,time/total_timesteps,time/fps,reward/static_reward,reward/info_exist_reward,time/time_elapsed,rollout/success_rate,reward/grasp_reward,train/std,reward/approach_reward,rollout/ep_len_mean,reward/goal_reward,time/episodes,rollout/success_rate_once,train/n_updates,train/actor_loss,train/critic_loss,train/aux_weight,train/learning_rate,train/critic_aux_loss,train/actor_aux_loss,train/ent_coef_loss,train/actor_target_loss,train/critic_target_loss,train/target_weight,train/ent_coef
133.23407,13600,46,0.0,0.03,295,0.0,0.0,0.22093448042869568,2.7661943302660577,100.0,0.0,132,0.0,1600,19.007740139961243,42.37956500053406,100.0,0.0003,0.3282752917148173,0.23573566903360188,-23.940123736858368,0.08688530791550875,0.0944105030503124,100.0,0.12284306262154132
133.23407,13600,46,,,295,0.0,,0.22093448042869568,,100.0,,136,,,,,,,,,,,,,
132.37392,14400,45,0.0,0.07499999999999998,317,0.0,0.0,0.22080667316913605,2.4734882954736435,100.0,0.0,140,0.0,1728,18.06220482289791,42.261847376823425,100.0,0.0003,0.3244940689764917,0.23512499523349106,-24.317462027072906,0.08670349686872214,0.09689406072720885,100.0,0.11795225460082293
132.37392,14400,45,,,317,0.0,,0.22080667316913605,,100.0,,144,,,,,,,,,,,,,
132.88136,15200,45,0.0,0.081,330,0.0,0.0,0.220736563205719,2.628414905597844,100.0,0.0,148,0.0,1792,16.592256397008896,41.512246668338776,100.0,0.0003,0.31702776020392776,0.22852445906028152,-24.625944077968597,0.08343033981509507,0.09696694591548294,100.0,0.11559836508240551
132.88136,15200,45,,,330,0.0,,0.220736563205719,,100.0,,152,,,,,,,,,,,,,
133.42276,16000,45,0.0,0.11999999999999997,353,0.0,0.0,0.22060899436473846,2.4910659228744585,100.0,0.0,156,0.0,1920,14.005823642015457,41.173179268836975,100.0,0.0003,0.3158841165713966,0.21745767793618143,-25.40507984161377,0.07794753450434655,0.0947931035188958,100.0,0.11104478209745139
133.42276,16000,45,,,353,0.0,,0.22060899436473846,,100.0,,160,,,,,,,,,,,,,
134.25992,16800,45,0.0,0.11999999999999998,366,0.0,0.0,0.22051742672920227,2.9067342263412566,100.0,0.0,164,0.0,1984,13.236705929040909,39.59951239824295,100.0,0.0003,0.3035741946659982,0.21670873672701418,-25.26252391934395,0.07488831062801182,0.09116762026678771,100.0,0.10883720184210688
134.25992,16800,45,,,366,0.0,,0.22051742672920227,,100.0,,168,,,,,,,,,,,,,
134.98463,17600,45,0.0,0.06899999999999999,388,0.0,0.0,0.22037187218666077,2.6182243693312532,100.0,0.0,172,0.0,2112,11.949416235089302,39.53578954935074,100.0,0.0003,0.30169424321502447,0.21504290448501706,-25.845407754182816,0.07245262677315623,0.0924539400730282,100.0,0.10459496034309268
134.98463,17600,45,,,388,0.0,,0.22037187218666077,,100.0,,176,,,,,,,,,,,,,
135.00912,18400,45,0.0,0.11099999999999997,401,0.0,0.0,0.2202935367822647,2.5238781284887732,100.0,0.0,180,0.0,2176,11.9138885140419,40.13282871246338,100.0,0.0003,0.30811531003564596,0.22114497679285705,-25.81252384185791,0.07009204558562487,0.09184627595823258,100.0,0.10255609336309135
135.00912,18400,45,,,401,0.0,,0.2202935367822647,,100.0,,184,,,,,,,,,,,,,
134.25348,19200,45,0.0,0.14699999999999996,423,0.0,0.0,0.22014550864696503,2.5808061440896815,100.0,0.0,188,0.0,2304,9.854640796780586,38.55418401956558,100.0,0.0003,0.29704504972323775,0.2136020534671843,-26.685072481632233,0.06568548729410395,0.08729392942041159,100.0,0.0985948994057253
134.25348,19200,45,,,423,0.0,,0.22014550864696503,,100.0,,192,,,,,,,,,,,,,
133.18985,20000,44,0.0,0.087,446,0.0,0.0,0.21998263895511627,2.6764658627612166,100.0,0.0,196,0.0,2432,8.18466828763485,37.60213619470596,100.0,0.0003,0.2906779763288796,0.20863482705317438,-26.721060067415237,0.061696962045971304,0.08411839790642262,100.0,0.09479965537320822
133.18985,20000,44,,,446,0.0,,0.21998263895511627,,100.0,,200,,,,,,,,,,,,,
133.50438,20800,45,0.0,0.03899999999999999,459,0.0,0.0,0.21990340948104858,2.6763893651308854,100.0,0.0,204,0.0,2496,6.987199917435646,36.71560192108154,98.0,0.0003,0.2916285074315965,0.20946243242360651,-27.340676009655,0.05870512127876282,0.08175424323417246,98.0,0.09296529239509255
133.50438,20800,45,,,459,0.0,,0.21990340948104858,,100.0,,208,,,,,,,,,,,,,
132.47115,21600,44,0.0,0.05999999999999999,481,0.0,0.0,0.21978791058063507,2.010396564329442,100.0,0.0,212,0.0,2624,5.41218052431941,36.51771122217178,98.0,0.0003,0.29408582765609026,0.20719414833001792,-27.784332394599915,0.05282853340031579,0.07715256215305999,98.0,0.08936798933427781
132.47115,21600,44,,,481,0.0,,0.21978791058063507,,100.0,,216,,,,,,,,,,,,,
133.07298,22400,45,0.0,0.10800000000000001,494,0.0,0.0,0.21974050998687744,2.4295741872451164,100.0,0.0,220,0.0,2688,5.135853700339794,36.53993520140648,98.0,0.0003,0.2904771538451314,0.20494682295247912,-28.010003089904785,0.0564998968038708,0.08094462100416422,98.0,0.08762620959896594
133.07298,22400,45,,,494,0.0,,0.21974050998687744,,100.0,,224,,,,,,,,,,,,,
133.01813,23200,44,0.0,0.099,516,0.0,0.0,0.21963314712047577,2.2711480784303206,100.0,0.0,228,0.0,2816,4.708450499922037,36.446707010269165,98.0,0.0003,0.29063962027430534,0.2094456881750375,-28.670134752988815,0.05551021976862103,0.07987423660233617,98.0,0.08423935330938548
133.01813,23200,44,,,516,0.0,,0.21963314712047577,,100.0,,232,,,,,,,,,,,,,
132.82733,24000,45,0.0,0.06899999999999999,529,0.0,0.0,0.21956245601177216,2.6851881228819137,100.0,0.0,236,0.0,2880,3.7729585468769073,36.6857835650444,98.0,0.0003,0.2926860391162336,0.20487245707772672,-28.706980288028717,0.05453297682106495,0.08008712239097804,98.0,0.0826105751330033
132.82733,24000,45,,,529,0.0,,0.21956245601177216,,100.0,,240,,,,,,,,,,,,,
132.75235,24800,44,0.0,0.012,551,0.0,0.0,0.21949879825115204,2.5056322256671915,100.0,0.0,244,0.0,3008,2.648594669997692,36.11628305912018,98.0,0.0003,0.28846549335867167,0.20329846045933664,-29.331252455711365,0.052067860786337405,0.07866058580111712,98.0,0.07944352191407233
132.75235,24800,44,,,551,0.0,,0.21949879825115204,,100.0,,248,,,,,,,,,,,,,
133.21423,25600,45,0.0,0.07199999999999998,564,0.0,0.0,0.2194393128156662,2.6497892062607105,100.0,0.0,252,0.0,3072,2.586485020816326,35.95107662677765,98.0,0.0003,0.28530152840539813,0.20520833344198763,-29.497784227132797,0.05346470786025748,0.0801032449817285,98.0,0.0778994569554925
133.21423,25600,45,,,564,0.0,,0.2194393128156662,,100.0,,256,,,,,,,,,,,,,
132.40938,26400,44,0.0,0.15599999999999997,586,0.0,0.0,0.21929658949375153,2.642689811297168,100.0,0.0,260,0.0,3200,1.3711625561118126,35.7923618555069,98.0,0.0003,0.28477077605202794,0.20193263399414718,-29.673991918563843,0.05118652048986405,0.07902883074712008,98.0,0.07494675077032298
