rollout/ep_len_mean,time/total_timesteps,train/std,rollout/ep_rew_mean,rollout/success_rate,time/episodes,time/fps,time/time_elapsed,reward/info_exist_reward,reward/grasp_reward,reward/approach_reward,rollout/success_rate_once,reward/goal_reward,reward/static_reward,train/aux_weight,train/target_weight,train/actor_target_loss,train/critic_aux_loss,train/critic_target_loss,train/ent_coef,train/actor_loss,train/critic_loss,train/n_updates,train/actor_aux_loss,train/ent_coef_loss,train/learning_rate
100.0,12800,0.2210816740989685,134.85138,0.0,124,46,272,0.18599999999999997,0.0,2.7050877485428457,0.0,0.0,0.0,100.0,100.0,0.0910677770152688,0.32181635592132807,0.09847634786274284,0.12784307007677853,19.478743344545364,42.13442116975784,1472,0.2290571234188974,-22.65778410434723,0.0003
100.0,12800,0.2210816740989685,134.85138,0.0,128,46,272,,,,,,,,,,,,,,,,,,
100.0,13600,0.22093704342842102,136.05746,0.0,132,46,295,0.126,0.0,2.5812689875323316,0.0,0.0,0.0,100.0,100.0,0.0848563025938347,0.31378469383344054,0.09456043783575296,0.12279672059230506,16.63692320883274,40.94228583574295,1600,0.21703100320883095,-23.79835832118988,0.0003
100.0,13600,0.22093704342842102,136.05746,0.0,136,46,295,,,,,,,,,,,,,,,,,,
100.0,14400,0.22080814838409424,135.51265,0.0,140,45,317,0.04799999999999999,0.0,2.7007696552677736,0.0,0.0,0.0,100.0,100.0,0.08686243870761245,0.3130388865247369,0.09733995399437845,0.11793291743379086,16.187509164214134,41.161812245845795,1728,0.21976360119879246,-24.13203939795494,0.0003
100.0,14400,0.22080814838409424,135.51265,0.0,144,45,317,,,,,,,,,,,,,,,,,,
100.0,15200,0.2207457721233368,135.66478,0.0,148,46,330,0.032999999999999995,0.0,2.45542339812293,0.0,0.0,0.0,100.0,100.0,0.08746870514005423,0.3080749283544719,0.09931777231395245,0.11558885802514851,15.50436344742775,40.84419721364975,1792,0.2173519788775593,-24.49178844690323,0.0003
100.0,15200,0.2207457721233368,135.66478,0.0,152,46,330,,,,,,,,,,,,,,,,,,
100.0,16000,0.22065426409244537,136.31514,0.0,156,45,352,0.087,0.0,2.643323652617478,0.0,0.0,0.0,100.0,100.0,0.08356836054008454,0.30901481909677386,0.09861913963686675,0.111026645405218,13.8480723798275,40.867020189762115,1920,0.214010524796322,-25.495655596256256,0.0003
100.0,16000,0.22065426409244537,136.31514,0.0,160,45,352,,,,,,,,,,,,,,,,,,
100.0,16800,0.22057442367076874,137.00566,0.0,164,45,365,0.11099999999999997,0.0,2.978871182026924,0.0,0.0,0.0,100.0,100.0,0.07999665546230972,0.31096987053751945,0.09698639018461108,0.10881204064935446,12.675308123230934,40.92607265710831,1984,0.20972853619605303,-25.39136254787445,0.0003
100.0,16800,0.22057442367076874,137.00566,0.0,168,45,365,,,,,,,,,,,,,,,,,,
100.0,17600,0.22045113146305084,137.4624,0.0,172,45,388,0.03899999999999999,0.0,2.517003678556265,0.0,0.0,0.0,100.0,100.0,0.07867690687999129,0.30233327858150005,0.09880884573794901,0.10455485829152167,11.619657918810844,40.218215227127075,2112,0.20948587241582572,-25.795921236276627,0.0003
100.0,17600,0.22045113146305084,137.4624,0.0,176,45,388,,,,,,,,,,,,,,,,,,
100.0,18400,0.22037336230278015,136.62158,0.0,180,45,400,0.0,0.0,2.369209225384773,0.0,0.0,0.0,100.0,100.0,0.07779244461562485,0.30365911964327097,0.09871483652386814,0.1025139435660094,10.83976823836565,40.36062854528427,2176,0.2066224254667759,-25.78143408894539,0.0003
100.0,18400,0.22037336230278015,136.62158,0.0,184,45,400,,,,,,,,,,,,,,,,,,
100.0,19200,0.2202414870262146,136.22903,0.0,188,45,422,0.07199999999999998,0.0,2.637312744155523,0.0,0.0,0.0,100.0,100.0,0.0715430328855291,0.3081959174014628,0.09523834870196879,0.09854520647786558,9.67109689861536,40.4590265750885,2304,0.2099166999105364,-26.778053134679794,0.0003
100.0,19200,0.2202414870262146,136.22903,0.0,192,45,422,,,,,,,,,,,,,,,,,,
100.0,20000,0.22010010480880737,135.68013,0.0,196,44,444,0.144,0.0,2.2922291019590957,0.0,0.0,0.0,100.0,100.0,0.06492436671396717,0.3054362344555557,0.09182231454178691,0.09474939829669893,7.88516204059124,39.87737774848938,2432,0.20637165918014944,-26.3405724465847,0.0003
100.0,20000,0.22010010480880737,135.68013,0.0,200,44,444,,,,,,,,,,,,,,,,,,
100.0,20800,0.22003039717674255,136.10172,0.0,204,45,457,0.020999999999999998,0.0,2.688358142164337,0.0,0.0,0.0,98.0,98.0,0.06405095115769655,0.3046127399429679,0.0909247602103278,0.09292376157827675,6.618103578686714,38.90081650018692,2496,0.20447726571001112,-27.458118617534637,0.0003
100.0,20800,0.22003039717674255,136.10172,0.0,208,45,457,,,,,,,,,,,,,,,,,,
100.0,21600,0.21990974247455597,134.99692,0.0,212,44,480,0.03899999999999999,0.0,2.4476866151862726,0.0,0.0,0.0,98.0,98.0,0.05857401812681928,0.30192340770736337,0.08735935029108077,0.08933789958246052,5.092929817736149,38.28231406211853,2624,0.20250093867070973,-27.838435858488083,0.0003
100.0,21600,0.21990974247455597,134.99692,0.0,216,44,480,,,,,,,,,,,,,,,,,,
100.0,22400,0.2198488414287567,135.84338,0.0,220,45,492,0.08399999999999999,0.0,2.6487474196101526,0.0,0.0,0.0,98.0,98.0,0.0589091507717967,0.29771884763613343,0.08921282785013318,0.0875934693031013,4.428575538098812,38.04862987995148,2688,0.1997145840432495,-28.06505924463272,0.0003
100.0,22400,0.2198488414287567,135.84338,0.0,224,45,492,,,,,,,,,,,,,,,,,,
