train/std,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,time/total_timesteps,train/actor_target_loss,train/ent_coef,train/critic_loss,train/critic_aux_loss,train/target_weight,train/learning_rate,train/aux_weight,train/n_updates,train/critic_target_loss,train/actor_loss,train/ent_coef_loss,train/actor_aux_loss
0.02640709839761257,217.57898,0.0,100.0,304,125,241,30400,,,,,,,,,,,,
0.02642195113003254,221.82661,0.0,100.0,308,126,245,31200,0.10566798457875848,0.07062397000845522,46.38443297147751,0.3401852771639824,98.0,0.0003,98.0,3776,0.11108044267166406,5.909861758351326,-16.61046899855137,0.2749335006810725
0.02642195113003254,221.82661,0.0,100.0,312,126,245,31200,,,,,,,,,,,,
0.026454010978341103,223.95158,0.0,100.0,316,126,253,32000,0.10477230267133564,0.06806880619842559,45.90453690290451,0.33564584515988827,98.0,0.0003,98.0,3904,0.1109337731031701,4.297232806682587,-16.15234461426735,0.26952344249002635
0.026454010978341103,223.95158,0.0,100.0,320,126,253,32000,,,,,,,,,,,,
0.026486163958907127,229.09361,0.0,100.0,324,125,260,32800,0.10281518031843007,0.06577143492177129,46.275016129016876,0.3395929127000272,98.0,0.0003,98.0,4032,0.10943943995516747,3.783823162317276,-15.881049275398254,0.27726566535420716
0.026486163958907127,229.09361,0.0,100.0,328,125,260,32800,,,,,,,,,,,,
0.02650229074060917,232.50706,0.0,100.0,332,126,265,33600,0.10072508885059506,0.0646797043737024,45.397641599178314,0.3320383494719863,98.0,0.0003,98.0,4096,0.10805626050569117,2.023565724492073,-14.177121676504612,0.2670688808429986
0.02650229074060917,232.50706,0.0,100.0,336,126,265,33600,,,,,,,,,,,,
0.026533063501119614,237.68304,0.0,100.0,340,126,272,34400,0.09846298862248659,0.06262784620048478,45.64890468120575,0.33552814088761806,98.0,0.0003,98.0,4224,0.10620054509490728,1.2691990956664085,-15.83877894282341,0.27160251699388027
0.026533063501119614,237.68304,0.0,100.0,344,126,272,34400,,,,,,,,,,,,
0.026548225432634354,239.42932,0.0,100.0,348,127,276,35200,0.10211006517056376,0.061543303600046784,45.56609922647476,0.3316260278224945,98.0,0.0003,98.0,4288,0.10942938853986561,0.8111007213592529,-16.132958248257637,0.26812591473571956
0.026548225432634354,239.42932,0.0,100.0,352,127,276,35200,,,,,,,,,,,,
0.02657921053469181,242.53458,0.0,100.0,356,126,284,36000,0.09913998027332127,0.05949404527200386,45.23786824941635,0.33069690875709057,98.0,0.0003,98.0,4416,0.10705650958698243,-1.059797778725624,-15.594873107969761,0.26491278945468366
0.02657921053469181,242.53458,0.0,100.0,360,126,284,36000,,,,,,,,,,,,
0.026595840230584145,242.5622,0.0,100.0,364,127,289,36800,0.09877243137452751,0.05853448738344014,45.244840025901794,0.3301360383629799,98.0,0.0003,98.0,4480,0.10685289674438536,-1.2236362546682358,-13.736722268164158,0.26691466849297285
0.026595840230584145,242.5622,0.0,100.0,368,127,289,36800,,,,,,,,,,,,
0.026626698672771454,245.14243,0.0,100.0,372,126,296,37600,0.097803054144606,0.056668527831789106,45.05758512020111,0.3281269450671971,98.0,0.0003,98.0,4608,0.10656044620554894,-3.0242037028074265,-14.68487736582756,0.26151037961244583
0.026626698672771454,245.14243,0.0,100.0,376,126,296,37600,,,,,,,,,,,,
0.026642849668860435,248.0212,0.0,100.0,380,127,300,38400,0.09601961600128561,0.05579138331813738,44.570458590984344,0.3258745181374252,98.0,0.0003,98.0,4672,0.1058692391961813,-3.6850319877266884,-13.877178005874157,0.26093649328686297
0.026642849668860435,248.0212,0.0,100.0,384,127,300,38400,,,,,,,,,,,,
0.026671452447772026,255.70096,0.0,100.0,388,127,308,39200,0.09742650587577373,0.05403818085324019,44.52613991498947,0.3224036069586873,98.0,0.0003,98.0,4800,0.10705060209147632,-5.259566634893417,-16.00563582777977,0.2550363342743367
0.026671452447772026,255.70096,0.0,100.0,392,127,308,39200,,,,,,,,,,,,
0.026701975613832474,257.06714,0.0,100.0,396,126,315,40000,0.09655268141068518,0.052201389451511204,44.064069628715515,0.31733343889936805,98.0,0.0003,98.0,4928,0.10625541431363672,-7.057560324668884,-13.537473686039448,0.24907773127779365
0.026701975613832474,257.06714,0.0,100.0,400,126,315,40000,,,,,,,,,,,,
0.026717906817793846,257.21066,0.0,100.0,404,127,319,40800,0.09250968496780843,0.051398597250226885,42.737906754016876,0.3152635474689305,96.03999999999999,0.0003,96.03999999999999,4992,0.10382285236846656,-8.87923114001751,-14.564713336527348,0.2473281817510724
0.026717906817793846,257.21066,0.0,100.0,408,127,319,40800,,,,,,,,,,,,
0.02674759551882744,259.45755,0.0,100.0,412,127,327,41600,0.09106557932682335,0.04977446625707671,42.330007791519165,0.3121920730918646,96.03999999999999,0.0003,96.03999999999999,5120,0.1023004506714642,-10.340252324938774,-14.528762370347977,0.24493653164245188
0.02674759551882744,259.45755,0.0,100.0,416,127,327,41600,,,,,,,,,,,,
0.026763414964079857,261.25238,0.0,100.0,420,127,331,42400,0.09123374277260154,0.04901113943196833,42.16304439306259,0.3092800606973469,96.03999999999999,0.0003,96.03999999999999,5184,0.10316767368931323,-10.847125470638275,-14.497901648283005,0.24516042368486524
0.026763414964079857,261.25238,0.0,100.0,424,127,331,42400,,,,,,,,,,,,
0.026795148849487305,262.78772,0.0,100.0,428,127,338,43200,0.0878772723954171,0.047363662044517696,41.53787589073181,0.3063399358652532,96.03999999999999,0.0003,96.03999999999999,5312,0.10022849938832223,-13.137512519955635,-15.980392560362816,0.2379857248160988
0.026795148849487305,262.78772,0.0,100.0,432,127,338,43200,,,,,,,,,,,,
0.026810571551322937,265.99493,0.0,100.0,436,128,343,44000,0.0878103468567133,0.046529935381840914,41.4255234003067,0.30489604314789176,96.03999999999999,0.0003,96.03999999999999,5376,0.10078148648608476,-13.784907385706902,-16.12498613446951,0.2361206158529967
0.026810571551322937,265.99493,0.0,100.0,440,128,343,44000,,,,,,,,,,,,
0.02684156596660614,267.4321,0.0,100.0,444,127,350,44800,0.0876014205859974,0.04498457192676142,41.445084273815155,0.3040525228716433,96.03999999999999,0.0003,96.03999999999999,5504,0.10121545207221061,-14.888654261827469,-14.519220538437366,0.23534530401229858
0.02684156596660614,267.4321,0.0,100.0,448,127,350,44800,,,,,,,,,,,,
0.026870246976614,268.5959,0.0,100.0,452,127,357,45600,0.08596530952490866,0.04356471885694191,40.61307442188263,0.29643417662009597,96.03999999999999,0.0003,96.03999999999999,5632,0.10003603249788284,-16.13576801121235,-13.476103216409683,0.2372151731979102
0.026870246976614,268.5959,0.0,100.0,456,127,357,45600,,,,,,,,,,,,
0.026885846629738808,270.93707,0.0,100.0,460,128,362,46400,0.08707829692866653,0.04291392333107069,41.00285965204239,0.298301397357136,96.03999999999999,0.0003,96.03999999999999,5696,0.10064395214430988,-16.97474931180477,-14.28044255822897,0.23299364908598363
0.026885846629738808,270.93707,0.0,100.0,464,128,362,46400,,,,,,,,,,,,
0.02691558375954628,274.41257,0.0,100.0,468,127,369,47200,0.08315486228093505,0.04163297265768051,40.860342502593994,0.2977039972320199,96.03999999999999,0.0003,96.03999999999999,5824,0.09880737832281739,-18.751042902469635,-13.23941046744585,0.2297918109688908
0.02691558375954628,274.41257,0.0,100.0,472,127,369,47200,,,,,,,,,,,,
0.026931189000606537,272.48898,0.0,100.0,476,128,373,48000,0.08280394866596907,0.041023911733645946,40.5994718670845,0.29471356980502605,96.03999999999999,0.0003,96.03999999999999,5888,0.09815706743393093,-19.981728971004486,-12.717490337789059,0.2242383724078536
0.026931189000606537,272.48898,0.0,100.0,480,128,373,48000,,,,,,,,,,,,
0.0269620418548584,272.49536,0.0,100.0,484,128,381,48800,0.0810424720402807,0.039826997846830636,39.734886169433594,0.290257855784148,96.03999999999999,0.0003,96.03999999999999,6016,0.0965547114610672,-21.021284729242325,-13.503479212522507,0.22669880627654493
0.0269620418548584,272.49536,0.0,100.0,488,128,381,48800,,,,,,,,,,,,
0.026976723223924637,271.4154,0.0,100.0,492,128,386,49600,0.080360371270217,0.039221505634486675,40.2198680639267,0.29421402234584093,96.03999999999999,0.0003,96.03999999999999,6080,0.09640946600120515,-21.701374292373657,-13.542139656841755,0.22562600206583738
0.026976723223924637,271.4154,0.0,100.0,496,128,386,49600,,,,,,,,,,,,
0.027008626610040665,272.82864,0.0,100.0,500,128,393,50400,0.07957571418955922,0.03808612818829715,40.086970031261444,0.2940156050026417,96.03999999999999,0.0003,96.03999999999999,6208,0.09650693729054183,-22.4131461083889,-12.944544441998005,0.22908679768443108
0.027008626610040665,272.82864,0.0,100.0,504,128,393,50400,,,,,,,,,,,,
0.02702486142516136,272.92413,0.0,100.0,508,128,398,51200,0.07936234737280756,0.03750820807181299,40.01583552360535,0.29159037955105305,96.03999999999999,0.0003,96.03999999999999,6272,0.09685219067614526,-23.68057805299759,-13.503501020371914,0.22364535531960428
0.02702486142516136,272.92413,0.0,100.0,512,128,398,51200,,,,,,,,,,,,
0.027056172490119934,274.07056,0.0,100.0,516,127,406,52000,0.07871457654982805,0.03642208210658282,39.34126901626587,0.28688426734879613,96.03999999999999,0.0003,96.03999999999999,6400,0.09747500997036695,-24.898907512426376,-12.467740282416344,0.22232235106639564
0.027056172490119934,274.07056,0.0,100.0,520,127,406,52000,,,,,,,,,,,,
0.027089077979326248,273.88773,0.0,100.0,524,127,414,52800,0.07730204763356596,0.035408937197644264,39.28924298286438,0.2850105562247336,96.03999999999999,0.0003,96.03999999999999,6528,0.09597981814295053,-26.475762754678726,-11.277472127228975,0.2198836598545313
0.027089077979326248,273.88773,0.0,100.0,528,127,414,52800,,,,,,,,,,,,
0.027103930711746216,272.66272,0.0,100.0,532,127,419,53600,0.07784371916204691,0.03491401160135865,50.01267671585083,0.3740024408325553,96.03999999999999,0.0003,96.03999999999999,6592,0.10070931096561253,-27.15889862179756,-12.134408328682184,0.2195139075629413
0.027103930711746216,272.66272,0.0,100.0,536,127,419,53600,,,,,,,,,,,,
0.027134567499160767,271.32092,0.0,100.0,540,127,426,54400,0.07549615402240306,0.0341928448760882,47.50781470537186,0.3667663261294365,96.03999999999999,0.0003,96.03999999999999,6720,0.09908962715417147,-28.613524049520493,-8.462908468209207,0.22325057978741825
0.027134567499160767,271.32092,0.0,100.0,544,127,426,54400,,,,,,,,,,,,
0.027149882167577744,271.69046,0.0,100.0,548,127,431,55200,0.07484615198336542,0.03381474514026195,46.877633571624756,0.3595933523029089,96.03999999999999,0.0003,96.03999999999999,6784,0.09798697615042329,-29.370741605758667,-9.778027009218931,0.22139549511484802
0.027149882167577744,271.69046,0.0,100.0,552,127,431,55200,,,,,,,,,,,,
0.027183260768651962,272.71683,0.0,100.0,556,127,439,56000,0.07397675630636513,0.03292997233802453,45.509756565093994,0.34528879541903734,96.03999999999999,0.0003,96.03999999999999,6912,0.09870283876080066,-30.97759911417961,-10.983787111938,0.21951102605089545
0.027183260768651962,272.71683,0.0,100.0,560,127,439,56000,,,,,,,,,,,,
0.027200069278478622,272.93353,0.0,100.0,564,127,444,56800,0.07302129198797047,0.03249840415082872,44.44659090042114,0.3396638734266162,96.03999999999999,0.0003,96.03999999999999,6976,0.0969456098973751,-31.52273938059807,-9.26876084972173,0.2196046367753297
0.027200069278478622,272.93353,0.0,100.0,568,127,444,56800,,,,,,,,,,,,
0.027232984080910683,274.31818,0.0,100.0,572,127,452,57600,0.0699186623096466,0.03164780157385394,43.04933339357376,0.32395881321281195,96.03999999999999,0.0003,96.03999999999999,7104,0.09454898408148438,-33.40708163380623,-10.509460711851716,0.21739031071774662
0.027232984080910683,274.31818,0.0,100.0,576,127,452,57600,,,,,,,,,,,,
0.027263663709163666,273.5584,0.0,100.0,580,126,460,58400,0.06885760853765532,0.03081743125221692,41.6213219165802,0.3096855045296252,96.03999999999999,0.0003,96.03999999999999,7232,0.09455329633783549,-34.63057532906532,-12.734261583536863,0.2144924437161535
0.027263663709163666,273.5584,0.0,100.0,584,126,460,58400,,,,,,,,,,,,
0.027278713881969452,273.71704,0.0,100.0,588,127,465,59200,0.07044257264351472,0.03030508288065903,40.893698990345,0.30276053212583065,96.03999999999999,0.0003,96.03999999999999,7296,0.09628274908754975,-34.95048362016678,-12.05224909633398,0.215495910262689
0.027278713881969452,273.71704,0.0,100.0,592,127,465,59200,,,,,,,,,,,,
0.027310486882925034,274.55225,0.0,100.0,596,126,473,60000,0.0691824565292336,0.029408296715701,40.81552964448929,0.29931875644251704,96.03999999999999,0.0003,96.03999999999999,7424,0.09515619836747646,-35.99774330854416,-10.426395299844444,0.21636656299233437
0.027310486882925034,274.55225,0.0,100.0,600,126,473,60000,,,,,,,,,,,,
0.02732722833752632,275.22025,0.0,100.0,604,127,478,60800,0.06757294485578313,0.029017866007052362,39.176663756370544,0.2906626546755433,94.11919999999999,0.0003,94.11919999999999,7488,0.09415037138387561,-38.01550769805908,-9.831832283642143,0.2089997874572873
0.02732722833752632,275.22025,0.0,100.0,608,127,478,60800,,,,,,,,,,,,
0.027358273044228554,277.66534,0.0,100.0,612,126,486,61600,0.06862986937630922,0.028225455636857077,39.03710222244263,0.28844193555414677,94.11919999999999,0.0003,94.11919999999999,7616,0.09487685700878501,-38.313575983047485,-9.866380967199802,0.2150190791580826
0.027358273044228554,277.66534,0.0,100.0,616,126,486,61600,,,,,,,,,,,,
0.027375193312764168,277.7556,0.0,100.0,620,126,491,62400,0.06592421873938292,0.02784403949044645,38.60108703374863,0.2859778506681323,94.11919999999999,0.0003,94.11919999999999,7680,0.09381605358794332,-39.52746897935867,-9.071042927214876,0.21206785226240754
0.027375193312764168,277.7556,0.0,100.0,624,126,491,62400,,,,,,,,,,,,
0.027406957000494003,279.39777,0.0,100.0,628,126,499,63200,0.06576466764090583,0.027107799018267542,38.625186800956726,0.2868456612341106,94.11919999999999,0.0003,94.11919999999999,7808,0.09475476900115609,-40.85595893859863,-10.296996190678328,0.2096187185961753
0.027406957000494003,279.39777,0.0,100.0,632,126,499,63200,,,,,,,,,,,,
0.02742481231689453,279.11942,0.0,100.0,636,126,504,64000,0.06595797277987003,0.026760721841128543,38.65664345026016,0.282945956569165,94.11919999999999,0.0003,94.11919999999999,7872,0.09435033821500838,-41.6153359413147,-8.399829710833728,0.20520137436687946
0.02742481231689453,279.11942,0.0,100.0,640,126,504,64000,,,,,,,,,,,,
0.027459964156150818,279.44263,0.0,100.0,644,126,512,64800,0.0634626459213905,0.026082369789946824,38.03665870428085,0.28128128848038614,94.11919999999999,0.0003,94.11919999999999,8000,0.09427646500989795,-42.75080519914627,-9.354923418257385,0.2086856800597161
0.027459964156150818,279.44263,0.0,100.0,648,126,512,64800,,,,,,,,,,,,
0.02749076671898365,279.65247,0.0,100.0,652,126,519,65600,0.06265075947158039,0.025366294634295627,38.37025225162506,0.2835486656986177,94.11919999999999,0.0003,94.11919999999999,8128,0.09318105655256659,-42.94974648952484,-9.048890566453338,0.21584680629894137
0.02749076671898365,279.65247,0.0,100.0,656,126,519,65600,,,,,,,,,,,,
0.027506714686751366,279.879,0.0,100.0,660,126,524,66400,0.06113852938869968,0.025032577250385657,38.05987948179245,0.28418288426473737,94.11919999999999,0.0003,94.11919999999999,8192,0.09218461939599365,-44.1621578335762,-9.523941866355017,0.2107142626773566
0.027506714686751366,279.879,0.0,100.0,664,126,524,66400,,,,,,,,,,,,
0.027540411800146103,279.15237,0.0,100.0,668,126,531,67200,0.060638476395979524,0.0243694695236627,37.69584584236145,0.27800475573167205,94.11919999999999,0.0003,94.11919999999999,8320,0.09292681352235377,-45.53473079204559,-8.383730468340218,0.20574064925312996
