time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/std,rollout/ep_len_mean,time/total_timesteps,rollout/success_rate,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/critic_loss
736,118,342.6489,619,0.025694163516163826,100.0,73600,0.0,18192,-133.20314598083496,0.0003,-0.856964785605669,0.019505358883179724,5.391243755817413
740,118,342.83682,624,0.02569466084241867,100.0,74000,0.0,18304,-133.76161098480225,0.0003,-1.3709630407392979,0.019428329076617956,5.1748460829257965
744,118,342.613,627,0.025697367265820503,100.0,74400,0.0,18400,-134.6045627593994,0.0003,2.769404200837016,0.019348137779161334,5.168944448232651
748,118,341.35104,630,0.025696823373436928,100.0,74800,0.0,18496,-134.5365343093872,0.0003,-2.1972755528986454,0.01923097693361342,5.018438547849655
752,118,341.64365,634,0.02569507621228695,100.0,75200,0.0,18592,-135.01325130462646,0.0003,-1.192773338407278,0.019178471178747714,7.178215593099594
756,118,341.29144,638,0.02569771371781826,100.0,75600,0.0,18704,-135.80777549743652,0.0003,1.809969987720251,0.019377951393835247,6.132072955369949
760,118,340.75192,642,0.025695806369185448,100.0,76000,0.0,18800,-135.83753967285156,0.0003,2.386401180177927,0.019536869833245873,6.237787842750549
764,118,340.55957,646,0.025700386613607407,100.0,76400,0.0,18896,-136.2513837814331,0.0003,1.0517698600888252,0.019728565705008805,5.540952831506729
768,118,340.95844,650,0.02570490911602974,100.0,76800,0.0,18992,-136.52453994750977,0.0003,-1.069146454334259,0.019723027478903532,6.592940658330917
772,118,341.3804,654,0.02570182830095291,100.0,77200,0.0,19104,-136.68647956848145,0.0003,-0.36345508787781,0.01980777853168547,6.42600417137146
776,117,341.44415,657,0.025697823613882065,100.0,77600,0.0,19200,-137.09056091308594,0.0003,-0.8619795925915241,0.019758614129386842,6.1332046538591385
780,117,340.24487,661,0.02569674700498581,100.0,78000,0.0,19296,-137.14642810821533,0.0003,-0.736030351370573,0.019867100636474788,6.470659762620926
784,117,338.89145,664,0.025694547221064568,100.0,78400,0.0,19392,-137.76565170288086,0.0003,-0.6929371226578951,0.019926348701119423,6.295987993478775
788,117,340.328,668,0.02569272369146347,100.0,78800,0.0,19504,-138.20668601989746,0.0003,-3.4104676470160484,0.020002919482067227,5.877180695533752
792,117,341.50266,672,0.025694990530610085,100.0,79200,0.0,19600,-138.4832248687744,0.0003,2.1804683301597834,0.0201510158367455,6.850569128990173
796,117,343.43628,675,0.02569047175347805,100.0,79600,0.0,19696,-138.90989303588867,0.0003,1.1318123005330563,0.02032567874994129,6.7170588076114655
800,117,345.3319,679,0.025688553228974342,100.0,80000,0.0,19792,-139.35142993927002,0.0003,0.659440703690052,0.02050647872965783,7.1360607743263245
804,117,349.53036,682,0.025682803243398666,100.0,80400,0.0,19904,-139.7053108215332,0.0003,4.279970798641443,0.020745997899211943,8.048344165086746
808,117,351.55087,686,0.025687577202916145,100.0,80800,0.0,20000,-140.26536655426025,0.0003,1.3305752463638783,0.021060457569546998,7.186024695634842
812,117,352.05432,690,0.025685127824544907,100.0,81200,0.0,20096,-141.109694480896,0.0003,2.127417329698801,0.02129308693110943,6.6173229813575745
816,117,352.5878,693,0.0256895013153553,100.0,81600,0.0,20192,-141.1430025100708,0.0003,0.1712238620966673,0.021498490823432803,8.560788035392761
820,117,352.11157,697,0.02569178305566311,100.0,82000,0.0,20304,-141.00878810882568,0.0003,2.3168237507343292,0.02175901469308883,7.509936064481735
824,117,354.98364,701,0.02569238469004631,100.0,82400,0.0,20400,-141.62508583068848,0.0003,0.3528156913816929,0.022054383298382163,7.052578836679459
828,117,357.5039,705,0.025696871802210808,100.0,82800,0.0,20496,-142.18784141540527,0.0003,0.8061983101069927,0.022214094176888466,7.997914105653763
832,117,358.16806,708,0.02569628320634365,100.0,83200,0.0,20592,-142.24949550628662,0.0003,1.3474782556295395,0.022454710793681443,7.307536005973816
836,117,358.3087,712,0.025702951475977898,100.0,83600,0.0,20704,-142.48978996276855,0.0003,2.3353923857212067,0.022751657641492784,8.32273855805397
840,117,358.39862,715,0.025700869038701057,100.0,84000,0.0,20800,-142.91636753082275,0.0003,2.2036905847489834,0.022924098535440862,7.382315427064896
844,117,358.40472,719,0.025706637650728226,100.0,84400,0.0,20896,-142.81268787384033,0.0003,0.7756249867379665,0.023042099317535758,7.406376361846924
848,117,359.11578,723,0.02571188472211361,100.0,84800,0.0,20992,-143.2985954284668,0.0003,-1.4256033040583134,0.0232382130343467,7.391936257481575
852,117,359.09177,726,0.0257114227861166,100.0,85200,0.0,21104,-144.12338066101074,0.0003,0.3964715301990509,0.02331586740911007,7.714864879846573
856,117,359.90027,730,0.025712963193655014,100.0,85600,0.0,21200,-144.38338947296143,0.0003,-1.849065293557942,0.023303371272049844,7.360569000244141
860,117,360.96457,734,0.025713590905070305,100.0,86000,0.0,21296,-144.4329891204834,0.0003,0.030737338587641716,0.023377408389933407,8.019756525754929
864,117,362.0534,737,0.025709789246320724,100.0,86400,0.0,21392,-144.57152271270752,0.0003,0.8083844985812902,0.023338982835412025,8.267495334148407
868,116,362.33786,741,0.025718430057168007,100.0,86800,0.0,21504,-144.69977951049805,0.0003,0.7885898724198341,0.023513608844950795,6.980010151863098
872,117,364.00336,745,0.02572057582437992,100.0,87200,0.0,21600,-146.01151657104492,0.0003,1.8767043445259333,0.023588769952766597,8.177867591381073
876,116,364.80948,748,0.025726625695824623,100.0,87600,0.0,21696,-146.21915340423584,0.0003,1.8072530515491962,0.0238967394689098,8.224047631025314
880,117,365.24292,752,0.025731878355145454,100.0,88000,0.0,21792,-146.0437889099121,0.0003,5.153786700218916,0.024117835331708193,27.5958731174469
884,116,361.6734,755,0.02572363242506981,100.0,88400,0.0,21904,-147.77952671051025,0.0003,6.174161396920681,0.02529728610534221,14.06351813673973
888,116,357.82614,759,0.025722382590174675,100.0,88800,0.0,22000,-148.34726524353027,0.0003,1.489836946129799,0.025961853563785553,9.930552273988724
892,116,357.61163,763,0.02573276311159134,100.0,89200,0.0,22096,-149.14084720611572,0.0003,1.4138474389910698,0.0263279618229717,10.222592413425446
896,116,356.3702,768,0.025738175958395004,100.0,89600,0.0,22192,-150.68731021881104,0.0003,0.9245596528053284,0.026559739373624325,20.488951325416565
900,116,351.66702,772,0.02573462203145027,100.0,90000,0.0,22304,-151.03690719604492,0.0003,3.987688861787319,0.02727957791648805,7.380956798791885
904,116,348.88956,775,0.025739964097738266,100.0,90400,0.0,22400,-150.79573917388916,0.0003,-1.1307508200407028,0.02755384403280914,6.772420585155487
908,116,348.71835,778,0.025748230516910553,100.0,90800,0.0,22496,-151.46748733520508,0.0003,-0.3828088939189911,0.02751394733786583,5.929949402809143
912,116,348.20868,783,0.02574899047613144,100.0,91200,0.0,22592,-151.63983631134033,0.0003,-0.2912732809782028,0.027511514723300934,7.114048480987549
916,116,348.2334,787,0.025753626599907875,100.0,91600,0.0,22704,-151.41456604003906,0.0003,-1.8411651235073805,0.02736727916635573,6.278467953205109
920,116,345.79422,790,0.02575407363474369,100.0,92000,0.0,22800,-152.2297592163086,0.0003,-4.2964080618694425,0.02728719566948712,6.000580996274948
924,116,344.77246,793,0.025754546746611595,100.0,92400,0.0,22896,-153.0051040649414,0.0003,-1.1141390670090914,0.027063042507506907,5.7080052345991135
928,116,343.46768,796,0.025757255032658577,100.0,92800,0.0,22992,-154.0859251022339,0.0003,-0.4406583411619067,0.02695947396568954,7.198304831981659
932,116,342.91882,800,0.025761490687727928,100.0,93200,0.0,23104,-153.57848358154297,0.0003,1.9731297194957733,0.026998228393495083,6.369430273771286
936,116,342.76636,804,0.025765415281057358,100.0,93600,0.0,23200,-153.81078243255615,0.0003,-0.078375737182796,0.027119794976897538,5.780491292476654
940,116,342.9895,807,0.025766560807824135,100.0,94000,0.0,23296,-154.1278896331787,0.0003,1.2941688485443592,0.027208639192394912,5.874541163444519
944,116,342.35068,810,0.025773968547582626,100.0,94400,0.0,23392,-155.3509292602539,0.0003,0.7301352489739656,0.027320173801854253,6.732670038938522
948,116,343.89233,815,0.025775710120797157,100.0,94800,0.0,23504,-154.96950149536133,0.0003,-1.2556423097848892,0.0273768751649186,5.784593790769577
952,116,344.1502,818,0.025777654722332954,100.0,95200,0.0,23600,-155.57033824920654,0.0003,-1.019572309218347,0.027508179657161236,5.629499435424805
956,116,344.1051,822,0.025781283155083656,100.0,95600,0.0,23696,-155.57575702667236,0.0003,-0.8120907433331013,0.027497416827827692,5.645983904600143
960,116,344.121,825,0.0257768202573061,100.0,96000,0.0,23792,-155.54348945617676,0.0003,1.0174997746944427,0.02743394742719829,5.586702987551689
964,116,344.45764,830,0.02578343264758587,100.0,96400,0.0,23904,-156.6239242553711,0.0003,1.476575119420886,0.02747863973490894,6.2702756226062775
968,115,344.9561,834,0.02578745223581791,100.0,96800,0.0,24000,-156.33535385131836,0.0003,2.1576792150735855,0.027573498315177858,5.5949497371912
972,115,343.44345,838,0.025788726285099983,100.0,97200,0.0,24096,-156.4110460281372,0.0003,-0.5751269198954105,0.027696570847183466,7.905542194843292
976,115,343.41583,842,0.025782618671655655,100.0,97600,0.0,24192,-156.8326234817505,0.0003,-0.31603623181581497,0.027623958652839065,5.554231405258179
980,115,342.47833,845,0.02579132281243801,100.0,98000,0.0,24304,-157.53844451904297,0.0003,-0.19523733388632536,0.02772897039540112,5.650123506784439
984,115,346.58105,849,0.025794677436351776,100.0,98400,0.0,24400,-157.47953414916992,0.0003,1.928629007190466,0.027869398007169366,5.904765784740448
988,115,350.52274,852,0.025796908885240555,100.0,98800,0.0,24496,-157.57410144805908,0.0003,-1.0352062117308378,0.027875542640686035,5.238097548484802
992,115,351.2863,856,0.025804568082094193,100.0,99200,0.0,24592,-157.6805772781372,0.0003,1.3976079169660807,0.02799018588848412,4.765291437506676
996,115,351.93008,860,0.025807389989495277,100.0,99600,0.0,24704,-158.25403118133545,0.0003,0.22860423102974892,0.028023292892612517,5.365333154797554
1000,115,357.5307,863,0.025814862921833992,100.0,100000,0.0,24800,-158.47543144226074,0.0003,-0.09927415382117033,0.028136343229562044,5.828488394618034
1004,115,360.38824,867,0.02581816166639328,100.0,100400,0.0,24896,-157.8349962234497,0.0003,0.46974168717861176,0.028084579156711698,5.271377801895142
1008,115,360.06363,870,0.025820154696702957,100.0,100800,0.0,24992,-158.64996528625488,0.0003,0.21867093443870544,0.028084817226044834,5.684936612844467
1012,115,360.589,874,0.025822801515460014,100.0,101200,0.0,25104,-158.91469955444336,0.0003,-1.1741113252937794,0.0281524199526757,6.4093882739543915
1016,115,359.7955,877,0.02582968957722187,100.0,101600,0.0,25200,-159.42735767364502,0.0003,1.4330726340413094,0.02827216812875122,5.953141048550606
1020,115,362.5596,881,0.02583456225693226,100.0,102000,0.0,25296,-159.40109729766846,0.0003,1.213517072610557,0.02815798227675259,5.024770796298981
1024,115,362.5131,884,0.025836281478405,100.0,102400,0.0,25392,-160.24095249176025,0.0003,-0.08464040979743004,0.02815497841220349,5.598355710506439
1028,115,363.56064,888,0.02583794854581356,100.0,102800,0.0,25504,-160.50719165802002,0.0003,-3.9737830758094788,0.028070970787666738,5.669494614005089
1032,115,364.55478,892,0.025843046605587006,100.0,103200,0.0,25600,-160.48120307922363,0.0003,-1.8993860762566328,0.027826202218420804,5.8345377296209335
1036,115,363.5475,895,0.02584349550306797,100.0,103600,0.0,25696,-160.9784450531006,0.0003,1.1105034425854683,0.027720034820958972,5.431453287601471
1040,115,363.86667,899,0.025845779106020927,100.0,104000,0.0,25792,-161.29158306121826,0.0003,0.33820032980293036,0.027672347147017717,6.5187807977199554
1044,115,365.0721,903,0.02584996074438095,100.0,104400,0.0,25904,-161.83081436157227,0.0003,-0.4025314822793007,0.02778374671470374,6.0725254118442535
1048,115,364.32257,906,0.025857875123620033,100.0,104800,0.0,26000,-161.67675304412842,0.0003,0.3337072301656008,0.027810289873741567,5.992700442671776
1052,115,363.8553,909,0.025857169181108475,100.0,105200,0.0,26096,-162.01242065429688,0.0003,0.548412156291306,0.02777074626646936,5.7345734387636185
1056,115,363.87546,913,0.02586045116186142,100.0,105600,0.0,26192,-162.18428134918213,0.0003,0.42719753831624985,0.027909424505196512,5.471171438694
1060,115,363.45374,916,0.025855934247374535,100.0,106000,0.0,26304,-162.82695770263672,0.0003,2.6221717353910208,0.027662514708936214,5.590436577796936
1064,115,362.31122,920,0.02585569955408573,100.0,106400,0.0,26400,-163.00379180908203,0.0003,-0.05857972241938114,0.027564552729018033,5.117723792791367
1068,115,361.99744,924,0.025857826694846153,100.0,106800,0.0,26496,-163.13495540618896,0.0003,0.5014353096485138,0.027543317526578903,5.786574199795723
1072,115,362.35712,927,0.02586394175887108,100.0,107200,0.0,26592,-163.36217498779297,0.0003,1.4151889514178038,0.02750890317838639,6.116026744246483
1076,115,362.09778,931,0.025868838652968407,100.0,107600,0.0,26704,-163.53054332733154,0.0003,0.44514891505241394,0.027478435076773167,5.624068841338158
1080,115,362.84567,934,0.025874264538288116,100.0,108000,0.0,26800,-163.36419010162354,0.0003,-1.4254945777356625,0.02729318814817816,5.487667351961136
1084,115,363.68735,938,0.025879401713609695,100.0,108400,0.0,26896,-163.90062427520752,0.0003,-2.3136833794414997,0.027246372657828033,6.320660024881363
1088,115,363.2161,942,0.02587198093533516,100.0,108800,0.0,26992,-164.6495237350464,0.0003,-0.5984668843448162,0.027018297696486115,6.402100831270218
1092,115,363.3188,945,0.025880511850118637,100.0,109200,0.0,27104,-164.6644802093506,0.0003,-1.4918347224593163,0.02682267385534942,5.5345820635557175
1096,115,363.49414,949,0.025880660861730576,100.0,109600,0.0,27200,-164.60286045074463,0.0003,-0.4085382567718625,0.026468849391676486,4.95148766040802
1100,115,363.39276,952,0.025886302813887596,100.0,110000,0.0,27296,-164.81216430664062,0.0003,-1.9880446940660477,0.026363349054008722,5.7608852833509445
1104,115,363.9316,956,0.025885988026857376,100.0,110400,0.0,27392,-164.88796997070312,0.0003,0.2656905446201563,0.026156011037528515,5.888059988617897
1108,115,364.5889,961,0.025890273973345757,100.0,110800,0.0,27504,-165.75494194030762,0.0003,-1.8158710598945618,0.026029228465631604,5.734652832150459
1112,115,365.57855,964,0.025890519842505455,100.0,111200,0.0,27600,-166.19869136810303,0.0003,1.521749909967184,0.025789412669837475,4.756573006510735
1116,115,366.62152,968,0.025886492803692818,100.0,111600,0.0,27696,-166.1317377090454,0.0003,-0.5449305810034275,0.025620369357056916,5.8787009716033936
1120,115,366.07718,971,0.025880077853798866,100.0,112000,0.0,27792,-166.29132652282715,0.0003,-2.6858986038714647,0.025440006866119802,4.80304779112339
1124,115,367.96494,975,0.02588074654340744,100.0,112400,0.0,27904,-166.40140342712402,0.0003,-1.128833346068859,0.02533328696154058,4.541469514369965
1128,115,368.03372,979,0.025884144008159637,100.0,112800,0.0,28000,-166.6337547302246,0.0003,-2.5047643799334764,0.02529552415944636,5.25357985496521
1132,115,367.98694,982,0.025888361036777496,100.0,113200,0.0,28096,-166.74446487426758,0.0003,-1.228324618190527,0.02512640820350498,4.347844570875168
1136,115,369.64066,986,0.025890734046697617,100.0,113600,0.0,28192,-167.34021759033203,0.0003,-1.630689837038517,0.02492862707003951,5.7616749703884125
1140,115,370.01456,990,0.025886544957756996,100.0,114000,0.0,28304,-167.36971187591553,0.0003,-2.0231298990547657,0.02473567984998226,5.850499644875526
1144,115,369.8177,994,0.025885390117764473,100.0,114400,0.0,28400,-167.915189743042,0.0003,-1.1575640067458153,0.02452729153446853,4.492572620511055
1148,115,370.20615,997,0.025884898379445076,100.0,114800,0.0,28496,-167.33867168426514,0.0003,0.7451863139867783,0.024335132911801338,4.8889844715595245
1152,115,369.3326,1000,0.02587939240038395,100.0,115200,0.0,28592,-167.6314992904663,0.0003,-2.9553593592718244,0.02428627561312169,5.06608472764492
1156,115,369.05606,1004,0.02587876282632351,100.0,115600,0.0,28704,-167.8898582458496,0.0003,-0.6911995150148869,0.024207575945183635,5.091735303401947
1160,115,368.74344,1007,0.02588111348450184,100.0,116000,0.0,28800,-168.0423698425293,0.0003,-1.1366980969905853,0.02411387814208865,5.723220556974411
1164,115,369.36453,1010,0.025884363800287247,100.0,116400,0.0,28896,-168.690167427063,0.0003,1.9279717281460762,0.024017634335905313,4.555012792348862
1168,115,368.16766,1014,0.02588277868926525,100.0,116800,0.0,28992,-168.54877758026123,0.0003,0.0374208721332252,0.02382404590025544,4.918434798717499
1172,115,368.48978,1018,0.025884097442030907,100.0,117200,0.0,29104,-169.04169178009033,0.0003,-3.2418593000620604,0.023648779140785336,5.008655875921249
1176,115,367.48886,1022,0.025883518159389496,100.0,117600,0.0,29200,-169.44779014587402,0.0003,-1.1740645356476307,0.02332101482897997,5.06769460439682
1180,115,368.19025,1025,0.025880789384245872,100.0,118000,0.0,29296,-169.3382740020752,0.0003,0.21871243976056576,0.023185489233583212,4.278997495770454
1184,115,367.93558,1029,0.025880614295601845,100.0,118400,0.0,29392,-169.77441883087158,0.0003,-3.668205291032791,0.023120687110349536,5.13323101401329
1188,114,368.72028,1034,0.025882994756102562,100.0,118800,0.0,29504,-169.55749034881592,0.0003,0.14681656658649445,0.022996013518422842,4.414719805121422
1192,114,368.5326,1037,0.02588401548564434,100.0,119200,0.0,29600,-169.87942028045654,0.0003,-0.007077954709529877,0.022940170601941645,4.402100056409836
1196,114,369.0657,1041,0.025883877649903297,100.0,119600,0.0,29696,-170.64339447021484,0.0003,1.5655035898089409,0.02294947055634111,4.314458414912224
1200,114,369.3439,1045,0.025886697694659233,100.0,120000,0.0,29792,-170.29562377929688,0.0003,0.6631262097507715,0.02296595007646829,3.943323016166687
1204,114,368.3885,1049,0.025880567729473114,100.0,120400,0.0,29904,-170.34796333312988,0.0003,-0.011097926646471024,0.022906056488864124,4.876986280083656
1208,114,366.9162,1052,0.025886395946145058,100.0,120800,0.0,30000,-170.6423511505127,0.0003,-0.4156281165778637,0.022902580560185015,4.873379707336426
1212,114,365.45883,1056,0.02588781528174877,100.0,121200,0.0,30096,-170.7780246734619,0.0003,0.39045509696006775,0.022874473012052476,5.424947887659073
1216,114,365.53702,1059,0.025888990610837936,100.0,121600,0.0,30192,-170.9888744354248,0.0003,-0.2655223049223423,0.022928933729417622,5.016920268535614
1220,114,365.24374,1063,0.025890761986374855,100.0,122000,0.0,30304,-170.72329330444336,0.0003,-0.2930005434900522,0.022980308276601136,4.279712423682213
1224,114,364.76306,1067,0.025890227407217026,100.0,122400,0.0,30400,-171.24432849884033,0.0003,1.0979409329593182,0.023124373285099864,4.622767880558968
1228,114,364.72693,1070,0.025893425568938255,100.0,122800,0.0,30496,-171.32423210144043,0.0003,-0.5272857379168272,0.023182382341474295,4.838965609669685
1232,114,364.27698,1074,0.025896869599819183,100.0,123200,0.0,30592,-171.44363594055176,0.0003,-0.057820867747068405,0.023219695896841586,4.514904037117958
1236,114,363.42505,1077,0.025894472375512123,100.0,123600,0.0,30704,-171.77165699005127,0.0003,-2.0890721417963505,0.023101379978470504,5.396256297826767
1240,114,361.559,1081,0.025894606485962868,100.0,124000,0.0,30800,-171.70277214050293,0.0003,2.277731690555811,0.023109725094400346,4.68898069858551
1244,114,359.86038,1084,0.02589596062898636,100.0,124400,0.0,30896,-172.0991039276123,0.0003,0.14920179918408394,0.02311525261029601,4.1631432473659515
1248,114,359.68707,1088,0.02590363845229149,100.0,124800,0.0,30992,-172.1711549758911,0.0003,-0.06081393361091614,0.023179405136033893,4.379692003130913
1252,114,360.53952,1092,0.02590084634721279,100.0,125200,0.0,31104,-172.18025875091553,0.0003,0.6160325817763805,0.023048244300298393,3.9849824607372284
1256,114,360.46274,1095,0.0259034875780344,100.0,125600,0.0,31200,-172.68430519104004,0.0003,-0.7216084487736225,0.02301946619991213,5.049792319536209
1260,114,361.14337,1099,0.025907645002007484,100.0,126000,0.0,31296,-172.55113410949707,0.0003,-1.6760688833892345,0.022862532758153975,5.129065901041031
1264,114,361.3403,1102,0.02591141313314438,100.0,126400,0.0,31392,-172.6431360244751,0.0003,0.149298258125782,0.022963111870922148,4.374960660934448
1268,114,361.8677,1106,0.025917164981365204,100.0,126800,0.0,31504,-173.30921936035156,0.0003,1.6947574689984322,0.02306559879798442,4.98191636800766
1272,114,361.73227,1109,0.025914233177900314,100.0,127200,0.0,31600,-173.36035442352295,0.0003,-2.33908932749182,0.02294562093447894,4.4762289971113205
1276,114,361.19156,1113,0.02591405250132084,100.0,127600,0.0,31696,-172.8671703338623,0.0003,0.8532078857533634,0.022866842802613974,5.5543627589941025
1280,114,360.6938,1116,0.025917071849107742,100.0,128000,0.0,31792,-173.24643230438232,0.0003,-0.8353634607046843,0.022800472797825933,4.897358477115631
1284,114,360.77985,1120,0.025912685319781303,100.0,128400,0.0,31904,-173.56267261505127,0.0003,3.6289729364216328,0.022961180307902396,4.772767826914787
1288,114,359.40836,1123,0.025911429896950722,100.0,128800,0.0,32000,-173.3952751159668,0.0003,-1.756842378526926,0.023034386336803436,4.480333462357521
1292,114,358.50317,1127,0.02591358870267868,100.0,129200,0.0,32096,-174.0772762298584,0.0003,0.511232815682888,0.022816782351583242,4.655283555388451
1296,114,356.94833,1131,0.02591272071003914,100.0,129600,0.0,32192,-173.3823127746582,0.0003,-0.3939737007021904,0.022808321402408183,4.314848959445953
1300,114,356.46063,1134,0.02591596357524395,100.0,130000,0.0,32304,-174.00090503692627,0.0003,0.38541767932474613,0.022731139441020787,4.194768235087395
1304,114,357.13852,1138,0.025915922597050667,100.0,130400,0.0,32400,-173.9632387161255,0.0003,0.17391708306968212,0.02276449860073626,3.927229419350624
1308,114,358.09705,1141,0.02591693587601185,100.0,130800,0.0,32496,-173.896502494812,0.0003,0.5342949144542217,0.022809845046140254,5.439675360918045
1312,114,358.8925,1145,0.025913430377840996,100.0,131200,0.0,32592,-173.65811920166016,0.0003,0.7175731239840388,0.022760780178941786,4.087155804038048
1316,114,358.78058,1148,0.02591545134782791,100.0,131600,0.0,32704,-174.29261589050293,0.0003,0.2495427541434765,0.022833745693787932,4.021925866603851
1320,114,359.03098,1152,0.025914037600159645,100.0,132000,0.0,32800,-174.0485134124756,0.0003,0.329361061565578,0.022846996900625527,3.920405298471451
1324,114,357.74075,1156,0.025913214311003685,100.0,132400,0.0,32896,-174.25965309143066,0.0003,0.04299633391201496,0.022749799769371748,4.561890482902527
1328,114,356.95856,1159,0.025912141427397728,100.0,132800,0.0,32992,-174.60924339294434,0.0003,-3.98908550478518,0.022602101555094123,3.3562941402196884
1332,114,356.69406,1162,0.025913525372743607,100.0,133200,0.0,33104,-174.54212284088135,0.0003,-3.4376613050699234,0.022553552757017314,4.093364775180817
1336,114,357.35263,1166,0.025908611714839935,100.0,133600,0.0,33200,-174.86844635009766,0.0003,0.49784376099705696,0.022383477189578116,3.329494461417198
1340,114,358.7469,1169,0.025904012843966484,100.0,134000,0.0,33296,-174.8069257736206,0.0003,-0.829045832157135,0.022332826047204435,3.479866787791252
1344,114,360.50058,1173,0.02590114437043667,100.0,134400,0.0,33392,-174.94121265411377,0.0003,0.7294768653810024,0.022291603963822126,4.240843445062637
1348,114,359.48715,1177,0.02590165287256241,100.0,134800,0.0,33504,-175.0524778366089,0.0003,0.32215576991438866,0.022358399583026767,4.530513986945152
1352,114,359.4118,1181,0.02590244635939598,100.0,135200,0.0,33600,-175.56557941436768,0.0003,1.1633110623806715,0.0223954189568758,3.604600563645363
1356,114,359.04724,1185,0.025901323184370995,100.0,135600,0.0,33696,-174.95203971862793,0.0003,2.500549024902284,0.02238406438846141,3.9825995713472366
1360,114,357.73898,1188,0.025895830243825912,100.0,136000,0.0,33792,-175.37756156921387,0.0003,2.2984444038011134,0.022411674726754427,4.3057820945978165
1364,114,356.9284,1193,0.02589689940214157,100.0,136400,0.0,33904,-175.36333656311035,0.0003,0.7227245261892676,0.02267275413032621,3.6307409554719925
1368,114,356.24475,1196,0.025897769257426262,100.0,136800,0.0,34000,-175.38351345062256,0.0003,1.0610943920910358,0.022597724455408752,3.924510568380356
1372,114,355.8174,1200,0.02589849941432476,100.0,137200,0.0,34096,-175.39938926696777,0.0003,1.8237630873918533,0.022622222430072725,3.1640055775642395
1376,114,357.20392,1203,0.02589416690170765,100.0,137600,0.0,34192,-175.4872007369995,0.0003,-2.0660287644714117,0.022593952133320272,3.565009653568268
1380,114,358.07126,1207,0.025893736630678177,100.0,138000,0.0,34304,-175.76665782928467,0.0003,1.0047876406461,0.022429018281400204,3.6976743936538696
1384,114,357.53543,1211,0.025901230052113533,100.0,138400,0.0,34400,-175.8166675567627,0.0003,0.8637890629470348,0.022535427939146757,3.850847288966179
1388,114,358.63342,1214,0.025902297347784042,100.0,138800,0.0,34496,-176.21755123138428,0.0003,-1.7029889076948166,0.022644091863185167,3.941927582025528
1392,114,360.3058,1218,0.02590075694024563,100.0,139200,0.0,34592,-175.89616298675537,0.0003,-2.795168984681368,0.02254971954971552,3.1218838691711426
1396,114,360.5027,1222,0.025903839617967606,100.0,139600,0.0,34704,-176.3013563156128,0.0003,-1.4416052382439375,0.022632118896581233,3.8429615199565887
1400,114,361.14932,1226,0.02590389922261238,100.0,140000,0.0,34800,-176.12957000732422,0.0003,0.5700687617063522,0.022681707399897277,3.7386668920516968
1404,114,360.90363,1229,0.025907419621944427,100.0,140400,0.0,34896,-176.3263454437256,0.0003,-2.68434732966125,0.02255311398766935,3.493466667830944
1408,114,360.30774,1233,0.025909844785928726,100.0,140800,0.0,34992,-176.307279586792,0.0003,0.15183654054999352,0.022454523597843945,3.6963222920894623
1412,114,360.47498,1237,0.025907929986715317,100.0,141200,0.0,35104,-176.58198165893555,0.0003,2.379519045352936,0.02243481937330216,3.2926279306411743
1416,114,358.85754,1240,0.025911200791597366,100.0,141600,0.0,35200,-176.79376125335693,0.0003,-0.10479205474257469,0.022526155808009207,3.6851539090275764
1420,114,358.90234,1244,0.025915037840604782,100.0,142000,0.0,35296,-176.91768550872803,0.0003,0.9172678887844086,0.022525715525262058,3.221208304166794
1424,114,359.17694,1247,0.02591402269899845,100.0,142400,0.0,35392,-176.66591548919678,0.0003,-0.5403752438724041,0.022512071416713297,4.095720395445824
1428,114,359.6948,1251,0.025909768417477608,100.0,142800,0.0,35504,-176.7539987564087,0.0003,3.5304109565913677,0.02248881314881146,3.6610459834337234
1432,114,358.9984,1255,0.025912953540682793,100.0,143200,0.0,35600,-177.17468166351318,0.0003,-1.561762671917677,0.02262933657038957,2.951355993747711
1436,114,358.8419,1258,0.025915881618857384,100.0,143600,0.0,35696,-176.92474174499512,0.0003,0.5435361675918102,0.022748012095689774,4.2588647454977036
1440,114,359.32745,1261,0.025908755138516426,100.0,144000,0.0,35792,-177.37555503845215,0.0003,-1.0534066259860992,0.022877207258716226,3.4316293597221375
1444,114,358.92938,1265,0.025913121178746223,100.0,144400,0.0,35904,-177.31817436218262,0.0003,3.0011694841086864,0.02294290333520621,3.6399948447942734
1448,114,359.86472,1268,0.025916077196598053,100.0,144800,0.0,36000,-177.4367733001709,0.0003,-0.663152078166604,0.022918241214938462,3.64914807677269
1452,114,359.69666,1272,0.02591187320649624,100.0,145200,0.0,36096,-177.24797916412354,0.0003,1.0296473875641823,0.022727158502675593,4.4951570481061935
1456,114,359.63684,1276,0.025907624512910843,100.0,145600,0.0,36192,-177.54612636566162,0.0003,-1.8845758736133575,0.022822916158474982,3.0102724730968475
1460,114,361.08932,1280,0.025909295305609703,100.0,146000,0.0,36304,-177.42372703552246,0.0003,2.8922021500766277,0.022822068887762725,3.4067349433898926
1464,114,361.522,1283,0.025913992896676064,100.0,146400,0.0,36400,-177.27731037139893,0.0003,7.513625744730234,0.02291260741185397,3.735394775867462
1468,114,360.9327,1286,0.02591719850897789,100.0,146800,0.0,36496,-177.47936534881592,0.0003,0.05348716489970684,0.02317098993808031,3.7883335947990417
