time/fps,train/std,time/time_elapsed,rollout/success_rate,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/target_weight,train/critic_aux_loss,train/n_updates,train/actor_loss,train/actor_aux_loss,train/aux_weight,train/ent_coef_loss,train/learning_rate,train/critic_target_loss,train/actor_target_loss,train/ent_coef,train/critic_loss
42,0.035710256546735764,25351,0.0,1076000,10760,389.02814,100.0,,,,,,,,,,,,
42,0.035707540810108185,25374,0.0,1076800,10764,390.04712,100.0,34.275358954055356,0.24288711068220437,134528,-204.95734858512878,0.09101616602856666,34.275358954055356,0.09159802785143256,0.0003,0.06674079690128565,0.009475157232373022,0.012102171036531217,24.03640466928482
42,0.035707540810108185,25374,0.0,1076800,10768,390.04712,100.0,,,,,,,,,,,,
42,0.035706162452697754,25387,0.0,1077600,10772,391.19492,100.0,34.275358954055356,0.245190768269822,134592,-204.4583442211151,0.09257846453692764,34.275358954055356,-0.6629784069955349,0.0003,0.06559324904810637,0.011375910999049665,0.012094244055333547,23.16300392150879
42,0.035706162452697754,25387,0.0,1077600,10776,391.19492,100.0,,,,,,,,,,,,
42,0.03570150211453438,25410,0.0,1078400,10780,393.5798,100.0,34.275358954055356,0.24340315023437142,134720,-204.74114322662354,0.09094442916102707,34.275358954055356,1.1742780692875385,0.0003,0.06339854461839423,0.009142234419414308,0.012064537251717411,23.386282473802567
42,0.03570150211453438,25410,0.0,1078400,10784,393.5798,100.0,,,,,,,,,,,,
42,0.03569598123431206,25424,0.0,1079200,10788,389.68057,100.0,34.275358954055356,0.2451742859557271,134784,-204.893860578537,0.09223528753500432,34.275358954055356,0.2276697789784521,0.0003,0.0673323052469641,0.00926003100903472,0.012090609787264839,24.2085779607296
42,0.03569598123431206,25424,0.0,1079200,10792,389.68057,100.0,,,,,,,,,,,,
42,0.035709675401449203,25446,0.0,1080000,10796,388.71597,100.0,34.275358954055356,0.24364133109338582,134912,-204.8858151435852,0.0922780962428078,34.275358954055356,1.344015700276941,0.0003,0.0648815559106879,0.01035551552195102,0.0121648799686227,23.959895759820938
42,0.035709675401449203,25446,0.0,1080000,10800,388.71597,100.0,,,,,,,,,,,,
42,0.03570795804262161,25459,0.0,1080800,10804,386.1226,100.0,33.58985177497425,0.24353325250558555,134976,-204.8855664730072,0.09242337639443576,33.58985177497425,1.1776362418895587,0.0003,0.0644295429228805,0.01028045126440702,0.012211688866955228,23.283160746097565
42,0.03570795804262161,25459,0.0,1080800,10808,386.1226,100.0,,,,,,,,,,,,
42,0.0357033871114254,25481,0.0,1081600,10812,387.2318,100.0,33.58985177497425,0.24540122202597558,135104,-204.91464805603027,0.08974677405785769,33.58985177497425,-0.3726916220039129,0.0003,0.0663573281490244,0.009756394723808626,0.012244706435012631,24.10654440522194
42,0.0357033871114254,25481,0.0,1081600,10816,387.2318,100.0,,,,,,,,,,,,
42,0.035699352622032166,25505,0.0,1082400,10820,388.3352,100.0,33.58985177497425,0.2458159455563873,135232,-204.83232712745667,0.09001836797688156,33.58985177497425,-0.12965804990381002,0.0003,0.06535866216290742,0.008329532563948305,0.012263522265129723,23.119066059589386
42,0.035699352622032166,25505,0.0,1082400,10824,388.3352,100.0,,,,,,,,,,,,
42,0.03569804131984711,25518,0.0,1083200,10828,385.44406,100.0,33.58985177497425,0.2446570189204067,135296,-204.8244071006775,0.08968891680706292,33.58985177497425,0.0708050038665533,0.0003,0.06436114042298868,0.009320473363914061,0.012257392387255095,23.034181982278824
42,0.03569804131984711,25518,0.0,1083200,10832,385.44406,100.0,,,,,,,,,,,,
42,0.035693246871232986,25541,0.0,1084000,10836,380.08493,100.0,33.58985177497425,0.2448069527745247,135424,-204.12448573112488,0.09329454193357378,33.58985177497425,0.6247907013166696,0.0003,0.06413932185387239,0.010914027778198943,0.012244095662026666,23.589559197425842
42,0.035693246871232986,25541,0.0,1084000,10840,380.08493,100.0,,,,,,,,,,,,
42,0.035691969096660614,25556,0.0,1084800,10844,380.69922,100.0,33.58985177497425,0.24353610002435744,135488,-204.58543610572815,0.0912847985746339,33.58985177497425,-0.8933324571698904,0.0003,0.06296807207399979,0.008113325002341298,0.01224458302021958,23.127544969320297
42,0.035691969096660614,25556,0.0,1084800,10848,380.69922,100.0,,,,,,,,,,,,
42,0.03568831458687782,25579,0.0,1085600,10852,380.28107,100.0,33.58985177497425,0.24597758776508272,135616,-204.55385899543762,0.09023403935134411,33.58985177497425,-0.31663940544240177,0.0003,0.06225029967026785,0.009422847819223534,0.01215804269304499,24.67348313331604
42,0.03568831458687782,25579,0.0,1085600,10856,380.28107,100.0,,,,,,,,,,,,
42,0.03568766638636589,25593,0.0,1086400,10860,382.19724,100.0,33.58985177497425,0.24542785715311766,135680,-204.71913766860962,0.08827454457059503,33.58985177497425,-1.7266719124745578,0.0003,0.06422884477069601,0.009450424498936627,0.012135422643041238,24.210138976573944
42,0.03568766638636589,25593,0.0,1086400,10864,382.19724,100.0,,,,,,,,,,,,
42,0.03568700700998306,25616,0.0,1087200,10868,382.13058,100.0,33.58985177497425,0.24822578951716423,135808,-204.1096851825714,0.0902056124759838,33.58985177497425,-0.417915913509205,0.0003,0.0636331508285366,0.008754601127293427,0.012027956661768258,23.01453611254692
42,0.03568700700998306,25616,0.0,1087200,10872,382.13058,100.0,,,,,,,,,,,,
42,0.03568340465426445,25630,0.0,1088000,10876,379.09958,100.0,33.58985177497425,0.24541042395867407,135872,-204.50939893722534,0.08889424311928451,33.58985177497425,-0.33625801280140877,0.0003,0.06450604693964124,0.010187225423578639,0.01200021235854365,23.310282319784164
42,0.03568340465426445,25630,0.0,1088000,10880,379.09958,100.0,,,,,,,,,,,,
42,0.035689905285835266,25654,0.0,1088800,10884,377.13983,100.0,33.58985177497425,0.24492603563703597,136000,-203.98261189460754,0.08865071064792573,33.58985177497425,-0.8582431341055781,0.0003,0.06636652402812615,0.010889693647186505,0.012017584493150935,23.737254202365875
42,0.035689905285835266,25654,0.0,1088800,10888,377.13983,100.0,,,,,,,,,,,,
42,0.03568970784544945,25678,0.0,1089600,10892,378.62234,100.0,33.58985177497425,0.24362938455305994,136128,-203.86257982254028,0.08981960418168455,33.58985177497425,-0.9452750938944519,0.0003,0.06391194753814489,0.012453780647774693,0.01198165095411241,23.036392122507095
42,0.03568970784544945,25678,0.0,1089600,10896,378.62234,100.0,,,,,,,,,,,,
42,0.0356939397752285,25690,0.0,1090400,10900,378.69348,100.0,33.58985177497425,0.24462055205367506,136192,-204.74488997459412,0.08994680002797395,33.58985177497425,0.1782939308322966,0.0003,0.06625133950728923,0.01058178842140478,0.011970665102126077,23.761009067296982
42,0.0356939397752285,25690,0.0,1090400,10904,378.69348,100.0,,,,,,,,,,,,
42,0.03569052368402481,25713,0.01,1091200,10908,382.1337,100.0,33.58985177497425,0.244999980321154,136320,-204.41886234283447,0.09025352448225021,33.58985177497425,-2.3132507945410907,0.0003,0.06357242446392775,0.00980302224343177,0.01194886799203232,24.344149261713028
42,0.03569052368402481,25713,0.01,1091200,10912,382.1337,100.0,,,,,,,,,,,,
42,0.035687536001205444,25726,0.01,1092000,10916,383.72226,100.0,33.58985177497425,0.2441235575824976,136384,-204.08921074867249,0.09290216083172709,33.58985177497425,-0.7840556391747668,0.0003,0.06430489820195362,0.01208427604433382,0.011873029405251145,23.66377553343773
42,0.035687536001205444,25726,0.01,1092000,10920,383.72226,100.0,,,,,,,,,,,,
42,0.03569668158888817,25750,0.01,1092800,10924,384.2659,100.0,33.58985177497425,0.24437087611295283,136512,-204.46666049957275,0.09351980010978878,33.58985177497425,-2.457074688281864,0.0003,0.06483723479323089,0.011438193309004419,0.011830363713670522,24.185555040836334
42,0.03569668158888817,25750,0.01,1092800,10928,384.2659,100.0,,,,,,,,,,,,
42,0.03569234907627106,25763,0.01,1093600,10932,379.5004,100.0,33.58985177497425,0.24305246933363378,136576,-204.70880150794983,0.08963137306272984,33.58985177497425,-0.6075776275247335,0.0003,0.06320327590219676,0.009888265107292682,0.011764120630687103,22.9994894862175
42,0.03569234907627106,25763,0.01,1093600,10936,379.5004,100.0,,,,,,,,,,,,
42,0.03569182753562927,25786,0.01,1094400,10940,376.02914,100.0,33.58985177497425,0.24569680728018284,136704,-203.9777660369873,0.0898601085646078,33.58985177497425,-0.9132042438723147,0.0003,0.06362549407640472,0.010479000658961013,0.011635446950094774,23.74369388818741
42,0.03569182753562927,25786,0.01,1094400,10944,376.02914,100.0,,,,,,,,,,,,
42,0.035688914358615875,25809,0.01,1095200,10948,376.04245,100.0,33.58985177497425,0.24560969951562583,136832,-203.85921597480774,0.09126534953247756,33.58985177497425,-1.5523612413089722,0.0003,0.06309996062191203,0.00979747144447174,0.011508093783049844,23.093785643577576
42,0.035688914358615875,25809,0.01,1095200,10952,376.04245,100.0,,,,,,,,,,,,
42,0.035685110837221146,25822,0.01,1096000,10956,376.96405,100.0,33.58985177497425,0.24468537280336022,136896,-203.64981722831726,0.0906665149377659,33.58985177497425,-1.3062688981881365,0.0003,0.0632154566119425,0.011352262205036823,0.011458529756055214,22.901138961315155
42,0.035685110837221146,25822,0.01,1096000,10960,376.96405,100.0,,,,,,,,,,,,
42,0.035678569227457047,25845,0.01,1096800,10964,378.5059,100.0,33.58985177497425,0.2424485394731164,137024,-204.09404921531677,0.09113063500262797,33.58985177497425,-1.1633938075974584,0.0003,0.06283889233600348,0.010418534675409319,0.011362301098415628,22.99567785859108
42,0.035678569227457047,25845,0.01,1096800,10968,378.5059,100.0,,,,,,,,,,,,
42,0.03567997366189957,25859,0.01,1097600,10972,381.51413,100.0,33.58985177497425,0.24283124995417893,137088,-204.40440273284912,0.0915368654532358,33.58985177497425,-0.9661894724704325,0.0003,0.06355486996471882,0.011605391406192211,0.011345030492520891,23.666135549545288
42,0.03567997366189957,25859,0.01,1097600,10976,381.51413,100.0,,,,,,,,,,,,
42,0.035684630274772644,25881,0.01,1098400,10980,384.03925,100.0,33.58985177497425,0.24434173642657697,137216,-204.13225889205933,0.08981446537654847,33.58985177497425,-1.1406447095796466,0.0003,0.06447950867004693,0.009666662161180284,0.011294864991214126,23.624003618955612
42,0.035684630274772644,25881,0.01,1098400,10984,384.03925,100.0,,,,,,,,,,,,
42,0.035686444491147995,25894,0.01,1099200,10988,385.186,100.0,33.58985177497425,0.24393345532007515,137280,-204.24718737602234,0.08984702394809574,33.58985177497425,-0.061671869829297066,0.0003,0.06403575133299455,0.010577122098766267,0.011286035121884197,22.606487840414047
42,0.035686444491147995,25894,0.01,1099200,10992,385.186,100.0,,,,,,,,,,,,
42,0.03568599745631218,25917,0.01,1100000,10996,385.32507,100.0,33.58985177497425,0.243865983793512,137408,-203.77072715759277,0.08931835403200239,33.58985177497425,-1.5066329122055322,0.0003,0.06680850189877674,0.010960753555991687,0.011255202203756198,23.2498582303524
42,0.03568599745631218,25917,0.01,1100000,11000,385.32507,100.0,,,,,,,,,,,,
42,0.03568913787603378,25931,0.01,1100800,11004,383.32104,100.0,32.91805473947476,0.2466458051931113,137472,-203.85635042190552,0.08972244057804346,32.91805473947476,0.009254225064069033,0.0003,0.06417186645558104,0.010192402773100184,0.011224455534829758,22.96169963479042
42,0.03568913787603378,25931,0.01,1100800,11008,383.32104,100.0,,,,,,,,,,,,
42,0.03568972274661064,25954,0.0,1101600,11012,384.42465,100.0,32.91805473947476,0.24505522730760276,137600,-203.76729726791382,0.08887758618220687,32.91805473947476,-0.46833353326655924,0.0003,0.06480407516937703,0.010716576958657242,0.011151218772283755,22.41787952184677
42,0.03568972274661064,25954,0.0,1101600,11016,384.42465,100.0,,,,,,,,,,,,
42,0.03569912165403366,25978,0.0,1102400,11020,387.70728,100.0,32.91805473947476,0.24806980788707733,137728,-203.59746479988098,0.09058816905599087,32.91805473947476,0.5337210185825825,0.0003,0.06561369856353849,0.010601098281767918,0.011131443912745453,22.66019368171692
42,0.03569912165403366,25978,0.0,1102400,11024,387.70728,100.0,,,,,,,,,,,,
42,0.035705115646123886,25993,0.0,1103200,11028,391.55743,100.0,32.91805473947476,0.24511054996401072,137792,-203.39599061012268,0.0892157347407192,32.91805473947476,0.9492949661798775,0.0003,0.06717681174632162,0.012789176769729238,0.011150556762004271,23.64845508337021
42,0.035705115646123886,25993,0.0,1103200,11032,391.55743,100.0,,,,,,,,,,,,
42,0.03571333363652229,26016,0.0,1104000,11036,395.05408,100.0,32.91805473947476,0.24286502553150058,137920,-203.6257529258728,0.08734689024277031,32.91805473947476,-0.18262172397226095,0.0003,0.06363946222700179,0.008977756009699078,0.011134184882394038,22.215487152338028
42,0.03571333363652229,26016,0.0,1104000,11040,395.05408,100.0,,,,,,,,,,,,
42,0.03572215139865875,26030,0.0,1104800,11044,398.1713,100.0,32.91805473947476,0.24711805651895702,137984,-203.67682075500488,0.0896357404999435,32.91805473947476,-0.26946728583425283,0.0003,0.06615652563050389,0.010040331046184292,0.011133125371998176,22.98672589659691
42,0.03572215139865875,26030,0.0,1104800,11048,398.1713,100.0,,,,,,,,,,,,
42,0.03572382777929306,26053,0.0,1105600,11052,397.39783,100.0,32.91805473947476,0.24644543044269085,138112,-203.1461684703827,0.0911084448453039,32.91805473947476,-0.4860348906368017,0.0003,0.06394848437048495,0.00938730881534866,0.011090433486970142,22.190213710069656
42,0.03572382777929306,26053,0.0,1105600,11056,397.39783,100.0,,,,,,,,,,,,
42,0.0357271283864975,26068,0.0,1106400,11060,394.11163,100.0,32.91805473947476,0.24616292328573763,138176,-203.59496974945068,0.0911451616557315,32.91805473947476,0.38199232681654394,0.0003,0.06384094449458644,0.011646894476143643,0.011072524343035184,21.698965162038803
42,0.0357271283864975,26068,0.0,1106400,11064,394.11163,100.0,,,,,,,,,,,,
42,0.035728421062231064,26091,0.0,1107200,11068,391.85992,100.0,32.91805473947476,0.2466542487964034,138304,-203.04770350456238,0.09301670151762664,32.91805473947476,-0.8860476543195546,0.0003,0.06523321894928813,0.011140885988424998,0.01102137120324187,21.97473844885826
42,0.035728421062231064,26091,0.0,1107200,11072,391.85992,100.0,,,,,,,,,,,,
42,0.03573744744062424,26114,0.0,1108000,11076,392.71176,100.0,32.91805473947476,0.24922615243121982,138432,-203.14785861968994,0.09301733644679189,32.91805473947476,-1.985096744960174,0.0003,0.06382711045444012,0.011180863570189103,0.010993192830937915,22.19615951180458
42,0.03573744744062424,26114,0.0,1108000,11080,392.71176,100.0,,,,,,,,,,,,
42,0.03573226556181908,26128,0.0,1108800,11084,392.39938,100.0,32.91805473947476,0.24631474073976278,138496,-203.49695467948914,0.09241325256880373,32.91805473947476,-1.5108428380917758,0.0003,0.06484145048307255,0.010965344728901982,0.01093582077010069,22.152086198329926
42,0.03573226556181908,26128,0.0,1108800,11088,392.39938,100.0,,,,,,,,,,,,
42,0.03572245314717293,26152,0.0,1109600,11092,393.12573,100.0,32.91805473947476,0.24575593508780003,138624,-203.67481184005737,0.08847852679900825,32.91805473947476,-1.4002822616603225,0.0003,0.06367284286534414,0.010159080466110026,0.01079179931548424,22.439810425043106
42,0.03572245314717293,26152,0.0,1109600,11096,393.12573,100.0,,,,,,,,,,,,
42,0.03571893647313118,26167,0.0,1110400,11100,393.0963,100.0,32.91805473947476,0.24656772799789906,138688,-203.34798884391785,0.09013621974736452,32.91805473947476,-1.372657802887261,0.0003,0.06661620660452172,0.010992204999638489,0.010753738184575923,22.83371275663376
42,0.03571893647313118,26167,0.0,1110400,11104,393.0963,100.0,,,,,,,,,,,,
42,0.03572295606136322,26190,0.0,1111200,11108,391.98355,100.0,32.91805473947476,0.2476269726175815,138816,-203.79485630989075,0.08857593697030097,32.91805473947476,-1.3083661366254091,0.0003,0.06434053560951725,0.011274984997726278,0.01068079739343375,22.471830129623413
42,0.03572295606136322,26190,0.0,1111200,11112,391.98355,100.0,,,,,,,,,,,,
42,0.03572513163089752,26204,0.0,1112000,11116,392.5641,100.0,32.91805473947476,0.24865464284084737,138880,-203.6523425579071,0.0905968458391726,32.91805473947476,-2.0817282628268003,0.0003,0.0655182811897248,0.011629452666966245,0.010625062335748225,22.711574494838715
42,0.03572513163089752,26204,0.0,1112000,11120,392.5641,100.0,,,,,,,,,,,,
42,0.035718195140361786,26227,0.01,1112800,11124,394.33298,100.0,32.91805473947476,0.24626816879026592,139008,-203.5302324295044,0.08993615547660738,32.91805473947476,-1.9152351634111255,0.0003,0.0661237720050849,0.011066449449572247,0.01046540858806111,22.86629346013069
42,0.035718195140361786,26227,0.01,1112800,11128,394.33298,100.0,,,,,,,,,,,,
42,0.035718001425266266,26241,0.01,1113600,11132,391.77652,100.0,32.91805473947476,0.24600357096642256,139072,-203.72001719474792,0.09062455571256578,32.91805473947476,-1.4744672311935574,0.0003,0.06408985127927735,0.010292864899383858,0.010411548370029777,23.193927139043808
42,0.035718001425266266,26241,0.01,1113600,11136,391.77652,100.0,,,,,,,,,,,,
42,0.035707827657461166,26265,0.01,1114400,11140,393.9692,100.0,32.91805473947476,0.2458738051354885,139200,-203.78856348991394,0.09135716396849602,32.91805473947476,-2.082094502169639,0.0003,0.06557875865837559,0.010951266624033451,0.010272422368871048,23.44054290652275
42,0.035707827657461166,26265,0.01,1114400,11144,393.9692,100.0,,,,,,,,,,,,
42,0.035690613090991974,26289,0.01,1115200,11148,398.9768,100.0,32.91805473947476,0.25014230189844966,139328,-204.13715887069702,0.09045623079873621,32.91805473947476,-3.0332055632025003,0.0003,0.06567591818748042,0.010416423421702348,0.010099969134898856,23.532488137483597
42,0.035690613090991974,26289,0.01,1115200,11152,398.9768,100.0,,,,,,,,,,,,
42,0.03568566218018532,26303,0.01,1116000,11156,402.29697,100.0,32.91805473947476,0.2478843277785927,139392,-203.78135800361633,0.08974993682932109,32.91805473947476,-2.370589081197977,0.0003,0.06553304760018364,0.009918116767948959,0.010012330822064541,22.826214224100113
42,0.03568566218018532,26303,0.01,1116000,11160,402.29697,100.0,,,,,,,,,,,,
42,0.03567950055003166,26326,0.01,1116800,11164,402.6515,100.0,32.91805473947476,0.2493312112055719,139520,-203.4928834438324,0.09129703871440142,32.91805473947476,-1.5683503013569862,0.0003,0.06552371254656464,0.010937149425444659,0.009877235861495137,22.845637798309326
42,0.03567950055003166,26326,0.01,1116800,11168,402.6515,100.0,,,,,,,,,,,,
42,0.03567645326256752,26341,0.01,1117600,11172,402.62204,100.0,32.91805473947476,0.2467231689952314,139584,-203.89506673812866,0.09025118465069681,32.91805473947476,-0.634972186293453,0.0003,0.06657357572112232,0.011102052398200613,0.009866696389508434,22.863021224737167
42,0.03567645326256752,26341,0.01,1117600,11176,402.62204,100.0,,,,,,,,,,,,
42,0.03566234931349754,26364,0.01,1118400,11180,401.3152,100.0,32.91805473947476,0.24686193140223622,139712,-203.71994471549988,0.09069174993783236,32.91805473947476,-1.196575380396098,0.0003,0.06787677336251363,0.011319538847601507,0.009787119706743397,22.272728621959686
42,0.03566234931349754,26364,0.01,1118400,11184,401.3152,100.0,,,,,,,,,,,,
42,0.035661228001117706,26378,0.01,1119200,11188,402.03262,100.0,32.91805473947476,0.248256805120036,139776,-203.95360779762268,0.09127562411595136,32.91805473947476,-0.22377466969192028,0.0003,0.06697605439694598,0.01095732452449738,0.009760190732777119,23.09253293275833
42,0.035661228001117706,26378,0.01,1119200,11192,402.03262,100.0,,,,,,,,,,,,
42,0.035656820982694626,26400,0.01,1120000,11196,402.47745,100.0,32.91805473947476,0.24627570435404778,139904,-204.03788828849792,0.09264228923711926,32.91805473947476,-0.034762694966048,0.0003,0.06605748500442132,0.011160112859215587,0.00972897703468334,22.823966026306152
42,0.035656820982694626,26400,0.01,1120000,11200,402.47745,100.0,,,,,,,,,,,,
42,0.03565222769975662,26424,0.02,1120800,11204,404.6426,100.0,32.259693644685264,0.24857297725975513,140032,-204.15823006629944,0.09108873421791941,32.259693644685264,-1.4892826648429036,0.0003,0.06596281536621973,0.011109615676105022,0.009706465993076563,22.494258791208267
42,0.03565222769975662,26424,0.02,1120800,11208,404.6426,100.0,,,,,,,,,,,,
42,0.03564504534006119,26439,0.02,1121600,11212,407.15173,100.0,32.259693644685264,0.24757190234959126,140096,-204.4677550792694,0.09073483536485583,32.259693644685264,-0.5767641249112785,0.0003,0.0673246915685013,0.011217020393814892,0.009670782455941662,22.901458024978638
42,0.03564504534006119,26439,0.02,1121600,11216,407.15173,100.0,,,,,,,,,,,,
42,0.03563600778579712,26462,0.01,1122400,11220,403.03748,100.0,32.259693644685264,0.2486986704170704,140224,-204.18844556808472,0.09215059585403651,32.259693644685264,0.3701475611887872,0.0003,0.06638257653685287,0.010143713232537266,0.009612441310309805,21.64257773756981
42,0.03563600778579712,26462,0.01,1122400,11224,403.03748,100.0,,,,,,,,,,,,
42,0.03563069924712181,26475,0.01,1123200,11228,402.26517,100.0,32.259693644685264,0.24876256426796317,140288,-204.54532504081726,0.0911095067858696,32.259693644685264,0.7876570774242282,0.0003,0.0649860945995897,0.010066283008200116,0.009614170849090442,23.100076228380203
42,0.03563069924712181,26475,0.01,1123200,11232,402.26517,100.0,,,,,,,,,,,,
42,0.03561956435441971,26498,0.01,1124000,11236,405.00018,100.0,32.259693644685264,0.24935609218664467,140416,-204.34564900398254,0.09212037653196603,32.259693644685264,-0.12147037917748094,0.0003,0.06967794394586235,0.010385011315520387,0.009631533699575812,24.613964825868607
42,0.03561956435441971,26498,0.01,1124000,11240,405.00018,100.0,,,,,,,,,,,,
42,0.03562304750084877,26512,0.02,1124800,11244,403.65372,100.0,32.259693644685264,0.24831247003749013,140480,-204.76414895057678,0.08953129022847861,32.259693644685264,1.667169113876298,0.0003,0.06578585063107312,0.010314733684936073,0.009653651766711846,23.035858243703842
42,0.03562304750084877,26512,0.02,1124800,11248,403.65372,100.0,,,,,,,,,,,,
42,0.035617634654045105,26535,0.02,1125600,11252,399.23212,100.0,32.259693644685264,0.2499990938231349,140608,-204.2361443042755,0.0936667361529544,32.259693644685264,0.1332959709689021,0.0003,0.06729831837583333,0.011110724772152025,0.009689939208328724,22.824671536684036
42,0.035617634654045105,26535,0.02,1125600,11256,399.23212,100.0,,,,,,,,,,,,
42,0.03560962527990341,26548,0.03,1126400,11260,401.55246,100.0,32.259693644685264,0.2479441084433347,140672,-204.42842626571655,0.0914632846834138,32.259693644685264,-0.456309768371284,0.0003,0.06748402130324394,0.011519577125000069,0.009676704852608964,23.0229052901268
42,0.03560962527990341,26548,0.03,1126400,11264,401.55246,100.0,,,,,,,,,,,,
42,0.03559082746505737,26572,0.03,1127200,11268,398.15723,100.0,32.259693644685264,0.24495363957248628,140800,-204.7198040485382,0.09000689594540745,32.259693644685264,-1.313520023599267,0.0003,0.0664731115102768,0.01143608710845001,0.009628101106500253,22.83841562271118
42,0.03559082746505737,26572,0.03,1127200,11272,398.15723,100.0,,,,,,,,,,,,
42,0.03558308631181717,26594,0.03,1128000,11276,398.54865,100.0,32.259693644685264,0.24594118166714907,140928,-204.85608196258545,0.09116120741236955,32.259693644685264,-0.05617542611435056,0.0003,0.067749842943158,0.01141779837780632,0.00956628902349621,23.09284883737564
42,0.03558308631181717,26594,0.03,1128000,11280,398.54865,100.0,,,,,,,,,,,,
42,0.03558257222175598,26608,0.04,1128800,11284,399.44617,100.0,32.259693644685264,0.24561379686929286,140992,-205.27215480804443,0.09132425091229379,32.259693644685264,0.5784065083134919,0.0003,0.06713088520336896,0.010223388249869458,0.009572879411280155,22.60486549139023
42,0.03558257222175598,26608,0.04,1128800,11288,399.44617,100.0,,,,,,,,,,,,
42,0.035568833351135254,26632,0.04,1129600,11292,396.65372,100.0,32.259693644685264,0.24881992721930146,141120,-205.2908194065094,0.09106502833310515,32.259693644685264,-0.3913450399413705,0.0003,0.0682454640045762,0.011294275773252593,0.009544952801661566,23.36595806479454
42,0.035568833351135254,26632,0.04,1129600,11296,396.65372,100.0,,,,,,,,,,,,
42,0.035570744425058365,26646,0.04,1130400,11300,397.55862,100.0,32.259693644685264,0.24700048146769404,141184,-204.801278591156,0.0918071111664176,32.259693644685264,0.07985590910539031,0.0003,0.06595590722281486,0.011671428379486315,0.009533833450404927,23.753210872411728
42,0.035570744425058365,26646,0.04,1130400,11304,397.55862,100.0,,,,,,,,,,,,
42,0.03556792438030243,26669,0.04,1131200,11308,392.7667,100.0,32.259693644685264,0.2473085888195783,141312,-205.38161706924438,0.09196688584052026,32.259693644685264,1.0103410421870649,0.0003,0.06705490598687902,0.011633375339442864,0.009551332506816834,23.103666096925735
42,0.03556792438030243,26669,0.04,1131200,11312,392.7667,100.0,,,,,,,,,,,,
42,0.035561878234148026,26683,0.04,1132000,11316,394.57587,100.0,32.259693644685264,0.24746669875457883,141376,-205.44916081428528,0.09151086187921464,32.259693644685264,-0.027031304081901908,0.0003,0.06694080191664398,0.010776177277875831,0.009556243239785545,23.17812928557396
42,0.035561878234148026,26683,0.04,1132000,11320,394.57587,100.0,,,,,,,,,,,,
42,0.03555947542190552,26705,0.04,1132800,11324,392.69598,100.0,32.259693644685264,0.24793732003308833,141504,-205.39712572097778,0.09285548748448491,32.259693644685264,1.7219999977387488,0.0003,0.06727720942581072,0.011615323761361651,0.00963425608642865,22.966470509767532
42,0.03555947542190552,26705,0.04,1132800,11328,392.69598,100.0,,,,,,,,,,,,
42,0.03556160628795624,26728,0.05,1133600,11332,390.6288,100.0,32.259693644685264,0.2477017710916698,141632,-204.991690158844,0.09434665041044354,32.259693644685264,1.5245861830189824,0.0003,0.0659472327097319,0.010797522103530355,0.009787678238353692,22.39148759841919
42,0.03556160628795624,26728,0.05,1133600,11336,390.6288,100.0,,,,,,,,,,,,
42,0.03556150197982788,26742,0.05,1134400,11340,391.46573,100.0,32.259693644685264,0.24562117364257574,141696,-205.52658796310425,0.0905379100004211,32.259693644685264,0.8690696612466127,0.0003,0.0665725152939558,0.009900679084239528,0.009826050532865338,24.45059832930565
42,0.03556150197982788,26742,0.05,1134400,11344,391.46573,100.0,,,,,,,,,,,,
42,0.03556082397699356,26766,0.04,1135200,11348,393.72137,100.0,32.259693644685264,0.24521574610844254,141824,-205.37115097045898,0.09082818555179983,32.259693644685264,2.551809208933264,0.0003,0.06639653706224635,0.010525075802434003,0.009928175059030764,22.685738176107407
42,0.03556082397699356,26766,0.04,1135200,11352,393.72137,100.0,,,,,,,,,,,,
42,0.03556358069181442,26780,0.04,1136000,11356,394.02637,100.0,32.259693644685264,0.24752521817572415,141888,-205.26299357414246,0.09213925118092448,32.259693644685264,0.7462605168111622,0.0003,0.06636398856062442,0.010757816402474418,0.009996121370932087,22.99766916036606
42,0.03556358069181442,26780,0.04,1136000,11360,394.02637,100.0,,,,,,,,,,,,
42,0.03555351495742798,26803,0.03,1136800,11364,395.65656,100.0,32.259693644685264,0.24717601132579148,142016,-205.38935041427612,0.09156727709341794,32.259693644685264,0.13812810648232698,0.0003,0.0676549284835346,0.011483386020699982,0.00997981677937787,23.245313584804535
42,0.03555351495742798,26803,0.03,1136800,11368,395.65656,100.0,,,,,,,,,,,,
42,0.03555523604154587,26817,0.04,1137600,11372,397.36523,100.0,32.259693644685264,0.24605324072763324,142080,-205.42443180084229,0.09102915052790195,32.259693644685264,2.263348388718441,0.0003,0.06734839634737,0.010755312192486599,0.009990540915168822,24.697913497686386
42,0.03555523604154587,26817,0.04,1137600,11376,397.36523,100.0,,,,,,,,,,,,
42,0.035559576004743576,26840,0.04,1138400,11380,396.83804,100.0,32.259693644685264,0.24612851860001683,142208,-205.57840085029602,0.09298755845520645,32.259693644685264,1.503426535287872,0.0003,0.0668146139360033,0.010634382721036673,0.010109949900652282,23.237328678369522
42,0.035559576004743576,26840,0.04,1138400,11384,396.83804,100.0,,,,,,,,,,,,
